Date,Opponent,Game,Result,ATS,Spread,OU,Total,Team,Season,HomeTeam,AwayTeam,HomeSpread,AwaySpread,HomeScore,AwayScore
21-Aug-22,vs Cincinnati,PRE,W,L,-4.5,O,36.5,NY Giants,2022,NY Giants,Cincinnati,-4.5,4.5,25,22
18-Sep-22,vs Carolina,REG,W,W,1,U,43.5,NY Giants,2022,NY Giants,Carolina,1,-1,19,16
26-Sep-22,vs Dallas,REG,L,L,-1,O,38.5,NY Giants,2022,NY Giants,Dallas,-1,1,16,23
2-Oct-22,vs Chicago,REG,W,W,-3,U,39,NY Giants,2022,NY Giants,Chicago,-3,3,20,12
16-Oct-22,vs Baltimore,REG,W,W,5.5,U,45.5,NY Giants,2022,NY Giants,Baltimore,5.5,-5.5,24,20
13-Nov-22,vs Houston,REG,W,W,-5,U,41.5,NY Giants,2022,NY Giants,Houston,-5,5,24,16
20-Nov-22,vs Detroit,REG,L,L,-3,O,44.5,NY Giants,2022,NY Giants,Detroit,-3,3,18,31
4-Dec-22,vs Washington,REG,T,W,2.5,P,40,NY Giants,2022,NY Giants,Washington,2.5,-2.5,20,20
11-Dec-22,vs Philadelphia,REG,L,L,7,O,44.5,NY Giants,2022,NY Giants,Philadelphia,7,-7,22,48
1-Jan-23,vs Indianapolis,REG,W,W,-5.5,O,38.5,NY Giants,2022,NY Giants,Indianapolis,-5.5,5.5,38,10
18-Aug-23,vs Carolina,PRE,W,L,-3,O,38,NY Giants,2023,NY Giants,Carolina,-3,3,21,19
26-Aug-23,vs NY Jets,PRE,L,L,6,O,38,NY Giants,2023,NY Giants,NY Jets,6,-6,24,32
10-Sep-23,vs Dallas,REG,L,L,3,U,44.5,NY Giants,2023,NY Giants,Dallas,3,-3,0,40
2-Oct-23,vs Seattle,REG,L,L,2.5,U,46,NY Giants,2023,NY Giants,Seattle,2.5,-2.5,3,24
22-Oct-23,vs Washington,REG,W,W,3,U,37,NY Giants,2023,NY Giants,Washington,3,-3,14,7
29-Oct-23,vs NY Jets,REG,L,P,3,U,34.5,NY Giants,2023,NY Giants,NY Jets,3,-3,10,13
26-Nov-23,vs New England,REG,W,W,4.5,U,36,NY Giants,2023,NY Giants,New England,4.5,-4.5,10,7
11-Dec-23,vs Green Bay,REG,W,W,5.5,O,37,NY Giants,2023,NY Giants,Green Bay,5.5,-5.5,24,22
31-Dec-23,vs LA Rams,REG,L,W,6.5,O,43.5,NY Giants,2023,NY Giants,LA Rams,6.5,-6.5,25,26
7-Jan-24,vs Philadelphia,REG,W,W,5,U,43.5,NY Giants,2023,NY Giants,Philadelphia,5,-5,27,10
20-Sep-20,vs San Francisco,REG,L,L,7,O,41.5,NY Jets,2020,NY Jets,San Francisco,7,-7,13,31
1-Oct-20,vs Denver,REG,L,L,-1,O,41,NY Jets,2020,NY Jets,Denver,-1,1,28,37
11-Oct-20,vs Arizona,REG,L,L,7,U,48.5,NY Jets,2020,NY Jets,Arizona,7,-7,10,30
25-Oct-20,vs Buffalo,REG,L,W,9.5,U,46.5,NY Jets,2020,NY Jets,Buffalo,9.5,-9.5,10,18
9-Nov-20,vs New England,REG,L,W,9.5,O,42,NY Jets,2020,NY Jets,New England,9.5,-9.5,27,30
29-Nov-20,vs Miami,REG,L,L,7.5,U,45.5,NY Jets,2020,NY Jets,Miami,7.5,-7.5,3,20
6-Dec-20,vs Las Vegas,REG,L,W,7.5,O,48.5,NY Jets,2020,NY Jets,Las Vegas,7.5,-7.5,28,31
27-Dec-20,vs Cleveland,REG,W,W,6.5,U,45,NY Jets,2020,NY Jets,Cleveland,6.5,-6.5,23,16
27-Aug-21,vs Philadelphia,PRE,T,L,-4,O,33.5,NY Jets,2021,NY Jets,Philadelphia,-4,4,31,31
19-Sep-21,vs New England,REG,L,L,5.5,U,43,NY Jets,2021,NY Jets,New England,5.5,-5.5,6,25
3-Oct-21,vs Tennessee,REG,W,W,5.5,O,44,NY Jets,2021,NY Jets,Tennessee,5.5,-5.5,27,24
31-Oct-21,vs Cincinnati,REG,W,W,11.5,O,43,NY Jets,2021,NY Jets,Cincinnati,11.5,-11.5,34,31
14-Nov-21,vs Buffalo,REG,L,L,13.5,O,48.5,NY Jets,2021,NY Jets,Buffalo,13.5,-13.5,17,45
21-Nov-21,vs Miami,REG,L,L,4,U,44.5,NY Jets,2021,NY Jets,Miami,4,-4,17,24
5-Dec-21,vs Philadelphia,REG,L,L,5,O,44,NY Jets,2021,NY Jets,Philadelphia,5,-5,18,33
12-Dec-21,vs New Orleans,REG,L,L,4.5,U,42,NY Jets,2021,NY Jets,New Orleans,4.5,-4.5,9,30
26-Dec-21,vs Jacksonville,REG,W,W,-2.5,O,43,NY Jets,2021,NY Jets,Jacksonville,-2.5,2.5,26,21
2-Jan-22,vs Tampa Bay,REG,L,W,14.5,O,47.5,NY Jets,2021,NY Jets,Tampa Bay,14.5,-14.5,24,28
22-Aug-22,vs Atlanta,PRE,W,W,4.5,O,38,NY Jets,2022,NY Jets,Atlanta,4.5,-4.5,24,16
28-Aug-22,vs NY Giants,PRE,W,W,-3.5,O,39,NY Jets,2022,NY Jets,NY Giants,-3.5,3.5,31,27
11-Sep-22,vs Baltimore,REG,L,L,6.5,U,44,NY Jets,2022,NY Jets,Baltimore,6.5,-6.5,9,24
25-Sep-22,vs Cincinnati,REG,L,L,6.5,U,46,NY Jets,2022,NY Jets,Cincinnati,6.5,-6.5,12,27
9-Oct-22,vs Miami,REG,W,W,3,O,46,NY Jets,2022,NY Jets,Miami,3,-3,40,17
30-Oct-22,vs New England,REG,L,L,3,U,40,NY Jets,2022,NY Jets,New England,3,-3,17,22
6-Nov-22,vs Buffalo,REG,W,W,10.5,U,46,NY Jets,2022,NY Jets,Buffalo,10.5,-10.5,20,17
27-Nov-22,vs Chicago,REG,W,W,-7.5,O,36.5,NY Jets,2022,NY Jets,Chicago,-7.5,7.5,31,10
18-Dec-22,vs Detroit,REG,L,L,-2,U,43.5,NY Jets,2022,NY Jets,Detroit,-2,2,17,20
22-Dec-22,vs Jacksonville,REG,L,L,-2.5,U,36.5,NY Jets,2022,NY Jets,Jacksonville,-2.5,2.5,3,19
19-Aug-23,vs Tampa Bay,PRE,L,L,-3,U,36.5,NY Jets,2023,NY Jets,Tampa Bay,-3,3,6,13
11-Sep-23,vs Buffalo,REG,W,W,2.5,U,44.5,NY Jets,2023,NY Jets,Buffalo,2.5,-2.5,22,16
24-Sep-23,vs New England,REG,L,L,2.5,U,35.5,NY Jets,2023,NY Jets,New England,2.5,-2.5,10,15
1-Oct-23,vs Kansas City,REG,L,W,8,O,41.5,NY Jets,2023,NY Jets,Kansas City,8,-8,20,23
15-Oct-23,vs Philadelphia,REG,W,W,6.5,U,43.5,NY Jets,2023,NY Jets,Philadelphia,6.5,-6.5,20,14
6-Nov-23,vs LA Chargers,REG,L,L,3,U,41,NY Jets,2023,NY Jets,LA Chargers,3,-3,6,27
24-Nov-23,vs Miami,REG,L,L,9.5,O,40,NY Jets,2023,NY Jets,Miami,9.5,-9.5,13,34
3-Dec-23,vs Atlanta,REG,L,L,2,U,33,NY Jets,2023,NY Jets,Atlanta,2,-2,8,13
10-Dec-23,vs Houston,REG,W,W,3,O,33.5,NY Jets,2023,NY Jets,Houston,3,-3,30,6
24-Dec-23,vs Washington,REG,W,L,-3,O,36,NY Jets,2023,NY Jets,Washington,-3,3,30,28
20-Sep-20,vs LA Rams,REG,L,L,-1.5,O,46,Philadelphia,2020,Philadelphia,LA Rams,-1.5,1.5,19,37
27-Sep-20,vs Cincinnati,REG,T,L,-5.5,U,47,Philadelphia,2020,Philadelphia,Cincinnati,-5.5,5.5,23,23
18-Oct-20,vs Baltimore,REG,L,W,10,O,46.5,Philadelphia,2020,Philadelphia,Baltimore,10,-10,28,30
22-Oct-20,vs NY Giants,REG,W,L,-5,U,44.5,Philadelphia,2020,Philadelphia,NY Giants,-5,5,22,21
1-Nov-20,vs Dallas,REG,W,W,-10,U,43.5,Philadelphia,2020,Philadelphia,Dallas,-10,10,23,9
30-Nov-20,vs Seattle,REG,L,W,6.5,U,50,Philadelphia,2020,Philadelphia,Seattle,6.5,-6.5,17,23
13-Dec-20,vs New Orleans,REG,W,W,7.5,O,42.5,Philadelphia,2020,Philadelphia,New Orleans,7.5,-7.5,24,21
3-Jan-21,vs Washington,REG,L,W,6.5,U,43.5,Philadelphia,2020,Philadelphia,Washington,6.5,-6.5,14,20
12-Aug-21,vs Pittsburgh,PRE,L,L,-1,O,36,Philadelphia,2021,Philadelphia,Pittsburgh,-1,1,16,24
19-Aug-21,vs New England,PRE,L,L,-1,U,38.5,Philadelphia,2021,Philadelphia,New England,-1,1,0,35
19-Sep-21,vs San Francisco,REG,L,L,3,U,49,Philadelphia,2021,Philadelphia,San Francisco,3,-3,11,17
3-Oct-21,vs Kansas City,REG,L,L,7,O,54,Philadelphia,2021,Philadelphia,Kansas City,7,-7,30,42
14-Oct-21,vs Tampa Bay,REG,L,W,7,U,53,Philadelphia,2021,Philadelphia,Tampa Bay,7,-7,22,28
7-Nov-21,vs LA Chargers,REG,L,L,1,O,49.5,Philadelphia,2021,Philadelphia,LA Chargers,1,-1,24,27
21-Nov-21,vs New Orleans,REG,W,W,-3,O,42.5,Philadelphia,2021,Philadelphia,New Orleans,-3,3,40,29
21-Dec-21,vs Washington,REG,W,P,-10,O,39.5,Philadelphia,2021,Philadelphia,Washington,-10,10,27,17
26-Dec-21,vs NY Giants,REG,W,W,-11,O,41,Philadelphia,2021,Philadelphia,NY Giants,-11,11,34,10
8-Jan-22,vs Dallas,REG,L,L,6.5,O,46,Philadelphia,2021,Philadelphia,Dallas,6.5,-6.5,26,51
12-Aug-22,vs NY Jets,PRE,L,L,-1,O,35.5,Philadelphia,2022,Philadelphia,NY Jets,-1,1,21,24
19-Sep-22,vs Minnesota,REG,W,W,-3,U,49.5,Philadelphia,2022,Philadelphia,Minnesota,-3,3,24,7
2-Oct-22,vs Jacksonville,REG,W,W,-6.5,O,44,Philadelphia,2022,Philadelphia,Jacksonville,-6.5,6.5,29,21
16-Oct-22,vs Dallas,REG,W,W,-6.5,O,42.5,Philadelphia,2022,Philadelphia,Dallas,-6.5,6.5,26,17
30-Oct-22,vs Pittsburgh,REG,W,W,-11.5,O,43,Philadelphia,2022,Philadelphia,Pittsburgh,-11.5,11.5,35,13
14-Nov-22,vs Washington,REG,L,L,-11,O,43,Philadelphia,2022,Philadelphia,Washington,-11,11,21,32
27-Nov-22,vs Green Bay,REG,W,W,-6.5,O,46.5,Philadelphia,2022,Philadelphia,Green Bay,-6.5,6.5,40,33
4-Dec-22,vs Tennessee,REG,W,W,-4.5,O,44.5,Philadelphia,2022,Philadelphia,Tennessee,-4.5,4.5,35,10
1-Jan-23,vs New Orleans,REG,L,L,-4.5,U,42,Philadelphia,2022,Philadelphia,New Orleans,-4.5,4.5,10,20
8-Jan-23,vs NY Giants,REG,W,L,-17,U,43,Philadelphia,2022,Philadelphia,NY Giants,-17,17,22,16
21-Jan-23,vs NY Giants,PST,W,W,-8,U,48,Philadelphia,2022,Philadelphia,NY Giants,-8,8,38,7
29-Jan-23,vs San Francisco,PST,W,W,-3,U,44.5,Philadelphia,2022,Philadelphia,San Francisco,-3,3,31,7
12-Feb-23,vs Kansas City,PST,L,L,-1,O,51.5,Philadelphia,2022,Philadelphia,Kansas City,-1,1,35,38
17-Aug-23,vs Cleveland,PRE,T,L,-3.5,U,36.5,Philadelphia,2023,Philadelphia,Cleveland,-3.5,3.5,18,18
24-Aug-23,vs Indianapolis,PRE,L,L,6,O,37,Philadelphia,2023,Philadelphia,Indianapolis,6,-6,13,27
14-Sep-23,vs Minnesota,REG,W,P,-6,O,49,Philadelphia,2023,Philadelphia,Minnesota,-6,6,34,28
1-Oct-23,vs Washington,REG,W,L,-8.5,O,43,Philadelphia,2023,Philadelphia,Washington,-8.5,8.5,34,31
22-Oct-23,vs Miami,REG,W,W,-3,U,52,Philadelphia,2023,Philadelphia,Miami,-3,3,31,17
5-Nov-23,vs Dallas,REG,W,W,-3,O,46.5,Philadelphia,2023,Philadelphia,Dallas,-3,3,28,23
26-Nov-23,vs Buffalo,REG,W,W,-2.5,O,48.5,Philadelphia,2023,Philadelphia,Buffalo,-2.5,2.5,37,34
3-Dec-23,vs San Francisco,REG,L,L,3,O,47,Philadelphia,2023,Philadelphia,San Francisco,3,-3,19,42
25-Dec-23,vs NY Giants,REG,W,L,-14,O,41.5,Philadelphia,2023,Philadelphia,NY Giants,-14,14,33,25
31-Dec-23,vs Arizona,REG,L,L,-12.5,O,48,Philadelphia,2023,Philadelphia,Arizona,-12.5,12.5,31,35
20-Sep-20,vs Denver,REG,W,L,-6.5,O,41,Pittsburgh,2020,Pittsburgh,Denver,-6.5,6.5,26,21
27-Sep-20,vs Houston,REG,W,W,-4,O,46.5,Pittsburgh,2020,Pittsburgh,Houston,-4,4,28,21
11-Oct-20,vs Philadelphia,REG,W,W,-7.5,O,44,Pittsburgh,2020,Pittsburgh,Philadelphia,-7.5,7.5,38,29
18-Oct-20,vs Cleveland,REG,W,W,-3,U,50,Pittsburgh,2020,Pittsburgh,Cleveland,-3,3,38,7
15-Nov-20,vs Cincinnati,REG,W,W,-6.5,O,45.5,Pittsburgh,2020,Pittsburgh,Cincinnati,-6.5,6.5,36,10
2-Dec-20,vs Baltimore,REG,W,L,-10.5,U,41.5,Pittsburgh,2020,Pittsburgh,Baltimore,-10.5,10.5,19,14
7-Dec-20,vs Washington,REG,L,L,-6,U,43.5,Pittsburgh,2020,Pittsburgh,Washington,-6,6,17,23
27-Dec-20,vs Indianapolis,REG,W,W,1,O,42.5,Pittsburgh,2020,Pittsburgh,Indianapolis,1,-1,28,24
10-Jan-21,vs Cleveland,PST,L,L,-5.5,O,47,Pittsburgh,2020,Pittsburgh,Cleveland,-5.5,5.5,37,48
5-Aug-21,vs Dallas,PRE,W,W,-2.5,U,31.5,Pittsburgh,2021,Pittsburgh,Dallas,-2.5,2.5,16,3
21-Aug-21,vs Detroit,PRE,W,L,-7,O,36.5,Pittsburgh,2021,Pittsburgh,Detroit,-7,7,26,20
19-Sep-21,vs Las Vegas,REG,L,L,-5.5,U,46.5,Pittsburgh,2021,Pittsburgh,Las Vegas,-5.5,5.5,17,26
26-Sep-21,vs Cincinnati,REG,L,L,-2.5,U,42,Pittsburgh,2021,Pittsburgh,Cincinnati,-2.5,2.5,10,24
10-Oct-21,vs Denver,REG,W,W,1.5,O,39.5,Pittsburgh,2021,Pittsburgh,Denver,1.5,-1.5,27,19
17-Oct-21,vs Seattle,REG,W,L,-5.5,P,43,Pittsburgh,2021,Pittsburgh,Seattle,-5.5,5.5,23,20
8-Nov-21,vs Chicago,REG,W,L,-7,O,40,Pittsburgh,2021,Pittsburgh,Chicago,-7,7,29,27
14-Nov-21,vs Detroit,REG,T,L,-6,U,40.5,Pittsburgh,2021,Pittsburgh,Detroit,-6,6,16,16
5-Dec-21,vs Baltimore,REG,W,W,4,U,44,Pittsburgh,2021,Pittsburgh,Baltimore,4,-4,20,19
19-Dec-21,vs Tennessee,REG,W,W,-1,U,44,Pittsburgh,2021,Pittsburgh,Tennessee,-1,1,19,13
3-Jan-22,vs Cleveland,REG,W,W,-1,U,43.5,Pittsburgh,2021,Pittsburgh,Cleveland,-1,1,26,14
13-Aug-22,vs Seattle,PRE,W,W,-2,O,38.5,Pittsburgh,2022,Pittsburgh,Seattle,-2,2,32,25
28-Aug-22,vs Detroit,PRE,W,W,-6.5,U,40.5,Pittsburgh,2022,Pittsburgh,Detroit,-6.5,6.5,19,9
18-Sep-22,vs New England,REG,L,P,3,U,40,Pittsburgh,2022,Pittsburgh,New England,3,-3,14,17
2-Oct-22,vs NY Jets,REG,L,L,-3,O,41,Pittsburgh,2022,Pittsburgh,NY Jets,-3,3,20,24
16-Oct-22,vs Tampa Bay,REG,W,W,9.5,U,46.5,Pittsburgh,2022,Pittsburgh,Tampa Bay,9.5,-9.5,20,18
13-Nov-22,vs New Orleans,REG,W,W,-1,U,39.5,Pittsburgh,2022,Pittsburgh,New Orleans,-1,1,20,10
20-Nov-22,vs Cincinnati,REG,L,L,3.5,O,39.5,Pittsburgh,2022,Pittsburgh,Cincinnati,3.5,-3.5,30,37
11-Dec-22,vs Baltimore,REG,L,L,-2,U,36.5,Pittsburgh,2022,Pittsburgh,Baltimore,-2,2,14,16
24-Dec-22,vs Las Vegas,REG,W,W,-2.5,U,37.5,Pittsburgh,2022,Pittsburgh,Las Vegas,-2.5,2.5,13,10
8-Jan-23,vs Cleveland,REG,W,W,-2.5,O,40,Pittsburgh,2022,Pittsburgh,Cleveland,-2.5,2.5,28,14
19-Aug-23,vs Buffalo,PRE,W,W,1,U,42.5,Pittsburgh,2023,Pittsburgh,Buffalo,1,-1,27,15
10-Sep-23,vs San Francisco,REG,L,L,1,U,41.5,Pittsburgh,2023,Pittsburgh,San Francisco,1,-1,7,30
18-Sep-23,vs Cleveland,REG,W,W,2,O,39,Pittsburgh,2023,Pittsburgh,Cleveland,2,-2,26,22
8-Oct-23,vs Baltimore,REG,W,W,4.5,U,38.5,Pittsburgh,2023,Pittsburgh,Baltimore,4.5,-4.5,17,10
29-Oct-23,vs Jacksonville,REG,L,L,2.5,U,41,Pittsburgh,2023,Pittsburgh,Jacksonville,2.5,-2.5,10,20
2-Nov-23,vs Tennessee,REG,W,W,-3,U,37,Pittsburgh,2023,Pittsburgh,Tennessee,-3,3,20,16
12-Nov-23,vs Green Bay,REG,W,W,-3,O,38.5,Pittsburgh,2023,Pittsburgh,Green Bay,-3,3,23,19
3-Dec-23,vs Arizona,REG,L,L,-6,U,41,Pittsburgh,2023,Pittsburgh,Arizona,-6,6,10,24
7-Dec-23,vs New England,REG,L,L,-5.5,O,30.5,Pittsburgh,2023,Pittsburgh,New England,-5.5,5.5,18,21
23-Dec-23,vs Cincinnati,REG,W,W,3,O,39.5,Pittsburgh,2023,Pittsburgh,Cincinnati,3,-3,34,11
13-Sep-20,vs Arizona,REG,L,L,-7,U,48.5,San Francisco,2020,San Francisco,Arizona,-7,7,20,24
4-Oct-20,vs Philadelphia,REG,L,L,-8.5,U,46,San Francisco,2020,San Francisco,Philadelphia,-8.5,8.5,20,25
11-Oct-20,vs Miami,REG,L,L,-8,O,50.5,San Francisco,2020,San Francisco,Miami,-8,8,17,43
18-Oct-20,vs LA Rams,REG,W,W,2.5,U,51.5,San Francisco,2020,San Francisco,LA Rams,2.5,-2.5,24,16
5-Nov-20,vs Green Bay,REG,L,L,6,O,48.5,San Francisco,2020,San Francisco,Green Bay,6,-6,17,34
7-Dec-20,vs Buffalo,REG,L,L,-1.5,O,48,San Francisco,2020,San Francisco,Buffalo,-1.5,1.5,24,34
13-Dec-20,vs Washington,REG,L,L,-3,U,43.5,San Francisco,2020,San Francisco,Washington,-3,3,15,23
3-Jan-21,vs Seattle,REG,L,W,7,O,45,San Francisco,2020,San Francisco,Seattle,7,-7,23,26
14-Aug-21,vs Kansas City,PRE,L,L,-2.5,U,38.5,San Francisco,2021,San Francisco,Kansas City,-2.5,2.5,16,19
29-Aug-21,vs Las Vegas,PRE,W,W,-5.5,O,36,San Francisco,2021,San Francisco,Las Vegas,-5.5,5.5,34,10
26-Sep-21,vs Green Bay,REG,L,L,-3,O,50.5,San Francisco,2021,San Francisco,Green Bay,-3,3,28,30
3-Oct-21,vs Seattle,REG,L,L,-2.5,U,52,San Francisco,2021,San Francisco,Seattle,-2.5,2.5,21,28
24-Oct-21,vs Indianapolis,REG,L,L,-3.5,O,41.5,San Francisco,2021,San Francisco,Indianapolis,-3.5,3.5,18,30
7-Nov-21,vs Arizona,REG,L,L,-5.5,O,44.5,San Francisco,2021,San Francisco,Arizona,-5.5,5.5,17,31
15-Nov-21,vs LA Rams,REG,W,W,3.5,U,50,San Francisco,2021,San Francisco,LA Rams,3.5,-3.5,31,10
28-Nov-21,vs Minnesota,REG,W,W,-4,O,49,San Francisco,2021,San Francisco,Minnesota,-4,4,34,26
19-Dec-21,vs Atlanta,REG,W,W,-9,U,48,San Francisco,2021,San Francisco,Atlanta,-9,9,31,13
2-Jan-22,vs Houston,REG,W,W,-13.5,U,44,San Francisco,2021,San Francisco,Houston,-13.5,13.5,23,7
12-Aug-22,vs Green Bay,PRE,W,W,-3,O,35.5,San Francisco,2022,San Francisco,Green Bay,-3,3,28,21
18-Sep-22,vs Seattle,REG,W,W,-8.5,U,39.5,San Francisco,2022,San Francisco,Seattle,-8.5,8.5,27,7
3-Oct-22,vs LA Rams,REG,W,W,-2,U,42,San Francisco,2022,San Francisco,LA Rams,-2,2,24,9
23-Oct-22,vs Kansas City,REG,L,L,1,O,49,San Francisco,2022,San Francisco,Kansas City,1,-1,23,44
13-Nov-22,vs LA Chargers,REG,W,L,-8,U,45.5,San Francisco,2022,San Francisco,LA Chargers,-8,8,22,16
27-Nov-22,vs New Orleans,REG,W,W,-8.5,U,43.5,San Francisco,2022,San Francisco,New Orleans,-8.5,8.5,13,0
4-Dec-22,vs Miami,REG,W,W,-5,O,46,San Francisco,2022,San Francisco,Miami,-5,5,33,17
11-Dec-22,vs Tampa Bay,REG,W,W,-3.5,O,38.5,San Francisco,2022,San Francisco,Tampa Bay,-3.5,3.5,35,7
24-Dec-22,vs Washington,REG,W,W,-6.5,O,37,San Francisco,2022,San Francisco,Washington,-6.5,6.5,37,20
8-Jan-23,vs Arizona,REG,W,W,-14.5,O,40,San Francisco,2022,San Francisco,Arizona,-14.5,14.5,38,13
14-Jan-23,vs Seattle,PST,W,W,-9.5,O,42,San Francisco,2022,San Francisco,Seattle,-9.5,9.5,41,23
22-Jan-23,vs Dallas,PST,W,W,-3.5,U,46.5,San Francisco,2022,San Francisco,Dallas,-3.5,3.5,19,12
19-Aug-23,vs Denver,PRE,W,W,3.5,O,40,San Francisco,2023,San Francisco,Denver,3.5,-3.5,21,20
25-Aug-23,vs LA Chargers,PRE,L,L,-7.5,U,38.5,San Francisco,2023,San Francisco,LA Chargers,-7.5,7.5,12,23
21-Sep-23,vs NY Giants,REG,W,W,-10.5,U,43.5,San Francisco,2023,San Francisco,NY Giants,-10.5,10.5,30,12
1-Oct-23,vs Arizona,REG,W,W,-14.5,O,44,San Francisco,2023,San Francisco,Arizona,-14.5,14.5,35,16
8-Oct-23,vs Dallas,REG,W,W,-3.5,O,45,San Francisco,2023,San Francisco,Dallas,-3.5,3.5,42,10
29-Oct-23,vs Cincinnati,REG,L,L,-4.5,O,44,San Francisco,2023,San Francisco,Cincinnati,-4.5,4.5,17,31
19-Nov-23,vs Tampa Bay,REG,W,L,-13.5,U,42,San Francisco,2023,San Francisco,Tampa Bay,-13.5,13.5,27,14
10-Dec-23,vs Seattle,REG,W,L,-14.5,U,44.5,San Francisco,2023,San Francisco,Seattle,-14.5,14.5,28,16
25-Dec-23,vs Baltimore,REG,L,L,-6.5,O,47,San Francisco,2023,San Francisco,Baltimore,-6.5,6.5,19,33
7-Jan-24,vs LA Rams,REG,L,L,-5.5,O,40,San Francisco,2023,San Francisco,LA Rams,-5.5,5.5,20,21
20-Jan-24,vs Green Bay,PST,W,L,-10.5,U,50.5,San Francisco,2023,San Francisco,Green Bay,-10.5,10.5,24,21
28-Jan-24,vs Detroit,PST,W,L,-7.5,O,53.5,San Francisco,2023,San Francisco,Detroit,-7.5,7.5,34,31
20-Sep-20,vs New England,REG,W,W,-4.5,O,45,Seattle,2020,Seattle,New England,-4.5,4.5,35,30
27-Sep-20,vs Dallas,REG,W,W,-5.5,O,57,Seattle,2020,Seattle,Dallas,-5.5,5.5,38,31
11-Oct-20,vs Minnesota,REG,W,L,-6.5,U,53.5,Seattle,2020,Seattle,Minnesota,-6.5,6.5,27,26
1-Nov-20,vs San Francisco,REG,W,W,-1,O,54.5,Seattle,2020,Seattle,San Francisco,-1,1,37,27
19-Nov-20,vs Arizona,REG,W,W,-3,U,57,Seattle,2020,Seattle,Arizona,-3,3,28,21
6-Dec-20,vs NY Giants,REG,L,L,-11,U,48,Seattle,2020,Seattle,NY Giants,-11,11,12,17
13-Dec-20,vs NY Jets,REG,W,W,-16.5,U,49,Seattle,2020,Seattle,NY Jets,-16.5,16.5,40,3
27-Dec-20,vs LA Rams,REG,W,W,-1.5,U,47.5,Seattle,2020,Seattle,LA Rams,-1.5,1.5,20,9
9-Jan-21,vs LA Rams,PST,L,L,-3,O,42,Seattle,2020,Seattle,LA Rams,-3,3,20,30
21-Aug-21,vs Denver,PRE,L,L,4.5,U,37.5,Seattle,2021,Seattle,Denver,4.5,-4.5,3,30
28-Aug-21,vs LA Chargers,PRE,W,W,-6,U,35.5,Seattle,2021,Seattle,LA Chargers,-6,6,27,0
19-Sep-21,vs Tennessee,REG,L,L,-6.5,O,54,Seattle,2021,Seattle,Tennessee,-6.5,6.5,30,33
7-Oct-21,vs LA Rams,REG,L,L,2.5,U,53.5,Seattle,2021,Seattle,LA Rams,2.5,-2.5,17,26
25-Oct-21,vs New Orleans,REG,L,W,5.5,U,42,Seattle,2021,Seattle,New Orleans,5.5,-5.5,10,13
31-Oct-21,vs Jacksonville,REG,W,W,-4,U,44.5,Seattle,2021,Seattle,Jacksonville,-4,4,31,7
21-Nov-21,vs Arizona,REG,L,L,-5.5,U,45,Seattle,2021,Seattle,Arizona,-5.5,5.5,13,23
5-Dec-21,vs San Francisco,REG,W,W,3,O,44.5,Seattle,2021,Seattle,San Francisco,3,-3,30,23
26-Dec-21,vs Chicago,REG,L,L,-7,O,41,Seattle,2021,Seattle,Chicago,-7,7,24,25
2-Jan-22,vs Detroit,REG,W,W,-9,O,41,Seattle,2021,Seattle,Detroit,-9,9,51,29
18-Aug-22,vs Chicago,PRE,L,L,-3.5,U,38.5,Seattle,2022,Seattle,Chicago,-3.5,3.5,11,27
12-Sep-22,vs Denver,REG,W,W,6,U,43.5,Seattle,2022,Seattle,Denver,6,-6,17,16
25-Sep-22,vs Atlanta,REG,L,L,-1,O,43.5,Seattle,2022,Seattle,Atlanta,-1,1,23,27
16-Oct-22,vs Arizona,REG,W,W,2.5,U,50.5,Seattle,2022,Seattle,Arizona,2.5,-2.5,19,9
30-Oct-22,vs NY Giants,REG,W,W,-3,U,44.5,Seattle,2022,Seattle,NY Giants,-3,3,27,13
27-Nov-22,vs Las Vegas,REG,L,L,-4,O,47.5,Seattle,2022,Seattle,Las Vegas,-4,4,34,40
11-Dec-22,vs Carolina,REG,L,L,-4,O,44,Seattle,2022,Seattle,Carolina,-4,4,24,30
15-Dec-22,vs San Francisco,REG,L,L,3,U,42.5,Seattle,2022,Seattle,San Francisco,3,-3,13,21
1-Jan-23,vs NY Jets,REG,W,W,1.5,U,43,Seattle,2022,Seattle,NY Jets,1.5,-1.5,23,6
8-Jan-23,vs LA Rams,REG,W,L,-4.5,U,43,Seattle,2022,Seattle,LA Rams,-4.5,4.5,19,16
10-Aug-23,vs Minnesota,PRE,W,W,-3.5,P,37,Seattle,2023,Seattle,Minnesota,-3.5,3.5,24,13
19-Aug-23,vs Dallas,PRE,W,W,-6.5,U,40.5,Seattle,2023,Seattle,Dallas,-6.5,6.5,22,14
10-Sep-23,vs LA Rams,REG,L,L,-4.5,U,44,Seattle,2023,Seattle,LA Rams,-4.5,4.5,13,30
24-Sep-23,vs Carolina,REG,W,W,-4.5,O,42.5,Seattle,2023,Seattle,Carolina,-4.5,4.5,37,27
22-Oct-23,vs Arizona,REG,W,W,-9,U,43.5,Seattle,2023,Seattle,Arizona,-9,9,20,10
29-Oct-23,vs Cleveland,REG,W,P,-4,O,39,Seattle,2023,Seattle,Cleveland,-4,4,24,20
12-Nov-23,vs Washington,REG,W,L,-6,O,44,Seattle,2023,Seattle,Washington,-6,6,29,26
