Player,REB,AST,STL,BLK,TOV,PF,PTS,Salary
Kyle Kuzma,8.5,3.5,0.6,0.9,2.6,1.9,17.1,13000000
Kyle Kuzma,7.2,3.7,0.6,0.5,3,2.3,21.2,13000000
Kyle Lowry,4.8,8.7,1.4,0.5,2.8,2.6,14.2,31200000
Kyle Lowry,5,7.5,1.4,0.4,3.1,3.3,19.4,33296296
Kyle Lowry,5.4,7.3,1,0.3,2.7,3.1,17.2,30500000
Kyle Lowry,4.5,7.5,1.1,0.3,2.7,2.8,13.4,26984128
Kyle Lowry,4.1,5.1,1,0.4,1.9,2.6,11.2,28333334
Kyrie Irving,5,6.9,1.5,0.5,2.6,2.5,23.8,20099189
Kyrie Irving,5.2,6.4,1.4,0.5,2.6,2.7,27.4,31742000
Kyrie Irving,4.8,6,1.4,0.7,2.4,2.6,26.9,33460350
Kyrie Irving,4.4,5.8,1.4,0.6,2.5,2.8,27.4,34916200
Kyrie Irving,5.1,5.5,1.1,0.8,2.1,2.8,27.1,38917057
Lamar Stevens,2.6,0.7,0.5,0.3,0.7,1.7,6.1,1517981
Lamar Stevens,3.3,0.5,0.4,0.3,0.4,1.3,5.3,1782621
LaMarcus Aldridge,9.2,2.4,0.5,1.3,1.8,2.2,21.3,22347015
LaMarcus Aldridge,7.4,2.4,0.7,1.6,1.4,2.4,18.9,26000000
LaMarcus Aldridge,4.5,1.9,0.4,1.1,1,1.8,13.5,17304988
LaMarcus Aldridge,5.5,0.9,0.3,1,0.9,1.7,12.9,2641691
LaMelo Ball,5.9,6.1,1.6,0.4,2.8,2.7,15.7,7839960
LaMelo Ball,6.7,7.6,1.6,0.4,3.3,3.2,20.1,8231760
LaMelo Ball,6.4,8.4,1.3,0.3,3.6,3.3,23.3,8623920
Lance Stephenson,3.2,2.1,0.6,0.1,1.3,1.6,7.2,4449000
Lance Stephenson,2.8,3.6,0.5,0.1,1.6,2.1,8.3,1614825
Lance Thomas,2.5,0.6,0.4,0.2,0.5,1.8,4.5,7119650
Landry Shamet,1.7,1.5,0.5,0.1,0.6,2,9.1,1703640
Landry Shamet,1.9,1.9,0.4,0.2,0.8,2.7,9.3,1995120
Landry Shamet,1.8,1.6,0.5,0.2,0.8,1.5,9.3,2090040
Landry Shamet,1.8,1.6,0.4,0.1,0.6,1.3,8.3,3768342
Landry Shamet,1.7,2.3,0.7,0.1,0.9,1.5,8.7,9500000
Langston Galloway,2.1,1.1,0.5,0.1,0.3,1.7,8.4,7000000
Langston Galloway,2.3,1.5,0.7,0.2,0.6,1.5,10.3,7333333
Larry Nance Jr.,8.2,3.2,1.5,0.6,1.4,2.9,9.4,2272391
Larry Nance Jr.,7.3,2.2,1,0.4,1.1,1.6,10.1,12727273
Larry Nance Jr.,6.7,3.1,1.7,0.5,1.6,2.1,9.3,11709091
Larry Nance Jr.,5.4,1.8,0.9,0.4,0.8,1.8,7,10690909
Larry Nance Jr.,5.4,1.8,0.9,0.6,0.6,2,6.8,9672727
Lauri Markkanen,9,1.4,0.7,0.6,1.6,2.3,18.7,4536120
Lauri Markkanen,6.3,1.5,0.8,0.5,1.6,1.9,14.7,5300400
Lauri Markkanen,5.3,0.9,0.5,0.3,1,1.5,13.6,6731508
Lauri Markkanen,5.7,1.3,0.7,0.5,0.9,2.1,14.8,15690909
Lauri Markkanen,8.6,1.9,0.6,0.6,1.9,2.1,25.6,16475454
LeBron James,8.5,8.3,1.3,0.6,3.6,1.7,27.4,35654150
LeBron James,7.8,10.2,1.2,0.5,3.9,1.8,25.3,37436858
LeBron James,7.7,7.8,1.1,0.6,3.7,1.6,25,39219566
LeBron James,8.2,6.2,1.3,1.1,3.5,2.2,30.3,41180544
LeBron James,8.3,6.8,0.9,0.6,3.2,1.6,28.9,44474988
Lindy Waters III,1.8,0.7,0.3,0.3,0.2,1,5.2,1927896
Lonnie Walker IV,2.3,1.1,0.5,0.2,0.7,1.3,6.4,2760480
Lonnie Walker IV,2.6,1.7,0.5,0.3,1.1,1.7,11.2,2892000
Lonnie Walker IV,2.6,2.2,0.6,0.3,1,1.4,12.1,4447896
Lonnie Walker IV,1.9,1.1,0.5,0.3,0.8,1.3,11.7,6479000
Lonzo Ball,5.3,5.4,1.5,0.4,2.2,2.4,9.9,7461960
Lonzo Ball,6.1,7,1.4,0.6,3.1,2,11.8,8719320
Lonzo Ball,4.8,5.7,1.5,0.6,2.2,1.9,14.6,11003782
Lonzo Ball,5.4,5.1,1.8,0.9,2.3,2.4,13,18604651
Lou Williams,3,5.4,0.8,0.1,2.4,1.1,20,8000000
Lou Williams,3.1,5.6,0.7,0.2,2.8,1.2,18.2,8000000
Lou Williams,2.1,3.4,0.7,0.1,1.6,0.9,11.3,8000000
Lou Williams,1.6,1.9,0.5,0.1,0.8,0.9,6.3,5000000
Luguentz Dort,3.6,1.7,0.9,0.4,1.5,2.6,14,1517981
Luguentz Dort,4.2,1.7,0.9,0.4,1.7,2.9,17.2,1782621
Luguentz Dort,4.6,2.1,1,0.3,1.2,3.3,13.7,15277778
Luka Dončić,7.8,6,1.1,0.3,3.4,1.9,21.2,6560640
Luka Dončić,9.4,8.8,1,0.2,4.3,2.5,28.8,7683360
Luka Dončić,8,8.6,1,0.5,4.3,2.3,27.7,8049360
Luka Dončić,9.1,8.7,1.2,0.6,4.5,2.2,28.4,10174391
Luka Dončić,8.6,8,1.4,0.5,3.6,2.5,32.4,37096500
Luke Kennard,2.9,1.8,0.4,0.2,0.9,1.5,9.7,3275280
Luke Kennard,3.5,4.1,0.4,0.2,1.5,2.3,15.8,3827160
Luke Kennard,2.6,1.7,0.4,0.1,0.8,1.4,8.3,5273826
Luke Kennard,3.3,2.1,0.6,0.1,0.9,1.4,11.9,12727273
Luke Kennard,2.7,1.5,0.5,0.1,0.8,1.4,9.3,14415545
Luke Kornet,2.9,1.2,0.6,0.9,0.5,0.9,7,1619260
Luke Kornet,2.3,0.9,0.3,0.7,0.4,1.5,6,2250000
Luke Kornet,2.9,0.8,0.2,0.7,0.4,1.2,3.8,2133278
Malachi Flynn,2.5,2.9,0.8,0.1,0.9,1.4,7.5,1950600
Malachi Flynn,1.4,1.6,0.5,0.1,0.3,1,4.3,2048040
Malachi Flynn,1.4,1.3,0.4,0.1,0.5,1.2,4.6,2145720
Malaki Branham,2.7,1.9,0.5,0.1,1.2,1.7,10.2,2925600
Malcolm Brogdon,4.5,3.2,0.7,0.2,1.4,1.6,15.6,1544951
Malcolm Brogdon,4.9,7.1,0.6,0.2,2.4,1.8,16.5,20000000
Malcolm Brogdon,5.3,5.9,0.9,0.3,2.1,2,21.2,20700000
Malcolm Brogdon,5.1,5.9,0.8,0.4,2.1,2,19.1,21700000
Malcolm Brogdon,4.2,3.7,0.7,0.3,1.5,1.6,14.9,22600000
Malik Beasley,2.5,1.2,0.7,0.1,0.7,1.4,11.3,1773840
Malik Beasley,2.7,1.4,0.7,0.1,1,1.4,11.2,2731714
Malik Beasley,4.4,2.4,0.8,0.2,1.6,1.7,19.6,13425895
Malik Beasley,2.9,1.5,0.5,0.2,0.5,1.1,12.1,14391964
Malik Beasley,3.5,1.5,0.8,0.1,1.1,1.3,12.7,15558035
Malik Monk,1.9,1.6,0.5,0.3,1.2,1.5,8.9,3447480
Malik Monk,2.9,2.1,0.5,0.3,1.4,1.3,10.3,4028400
Malik Monk,2.4,2.1,0.5,0.1,1.3,1.1,11.7,5345687
Malik Monk,3.4,2.9,0.8,0.4,1.6,1.8,13.8,1789256
Malik Monk,2.6,3.9,0.6,0.3,1.9,1.6,13.5,9472219
Marc Gasol,7.9,4.4,1.1,1.1,2,2.7,13.6,24119025
Marc Gasol,6.3,3.3,0.8,0.9,1.3,2.8,7.5,25595700
Marc Gasol,4.1,2.1,0.5,1.1,1,2.2,5,2564753
Marcin Gortat,5.6,1.4,0.1,0.5,1.1,2,5,13565218
Marco Belinelli,2.5,1.7,0.4,0.1,0.9,1.5,10.5,6153846
Marco Belinelli,1.7,1.2,0.2,0,0.3,0.8,6.3,5846154
Marcus Morris,6.1,1.5,0.6,0.3,1.2,2.4,13.9,5375000
Marcus Morris,5,1.4,0.8,0.5,1.6,2.9,16.7,15000000
Marcus Morris,4.1,1,0.6,0.3,1,2.1,13.4,14883721
Marcus Morris,4.4,2.1,0.5,0.3,1.3,2.1,15.4,15627907
Marcus Morris,4,1.8,0.6,0.3,0.9,2.1,11.2,16372093
Marcus Smart,2.9,4,1.8,0.4,1.5,2.5,8.9,11660716
Marcus Smart,3.8,4.9,1.7,0.5,1.7,2.7,12.9,11768879
Marcus Smart,3.5,5.7,1.5,0.5,2,2.6,13.1,13446428
Marcus Smart,3.8,5.9,1.7,0.3,2.2,2.3,12.1,13839285
Marcus Smart,3.1,6.3,1.5,0.4,2.3,2.8,11.5,17457142
Mario Hezonja,4.1,1.5,1,0.1,1.5,1.9,8.8,6500000
Mario Hezonja,3.5,0.9,0.7,0.2,0.8,2,4.8,1737145
MarJon Beauchamp,2.2,0.7,0.4,0.1,0.9,1.4,5.1,2485200
Mark Williams,7.1,0.4,0.7,1,0.9,2.2,9,3722040
Markelle Fultz,3.3,5.1,1.3,0.2,2,2,12.1,9745200
Markelle Fultz,3.9,5.7,1.5,0.4,2.3,2.2,14,16500000
Markieff Morris,4.6,1.4,0.6,0.4,0.9,3,9.4,9173295
Markieff Morris,3.8,1.3,0.5,0.3,1.3,2.3,9.7,3991808
Markieff Morris,4.4,1.2,0.4,0.3,0.9,1.7,6.7,1620564
Marquese Chriss,6.2,1.9,0.7,1.1,1.3,2.1,9.3,1413272
Marvin Bagley III,7.6,1,0.5,1,1.6,1.9,14.9,7305600
Marvin Bagley III,7.4,1,0.5,0.5,1.4,2.3,14.1,8963640
Marvin Bagley III,7,0.8,0.5,0.4,0.8,1.9,11.3,11312114
Marvin Bagley III,6.4,0.9,0.5,0.7,1.1,1.9,12,12500000
Marvin Williams,5.4,1.2,0.9,0.8,0.6,2.1,10.1,14087500
Marvin Williams,3.2,1,0.6,0.5,0.6,1.8,5.9,15006250
Mason Plumlee,6.4,3,0.8,0.9,1.5,3.1,7.8,12917808
Mason Plumlee,5.2,2.5,0.5,0.6,1.3,2.3,7.2,14041096
Mason Plumlee,9.3,3.6,0.8,0.9,1.9,3.3,10.4,8000000
Mason Plumlee,7.7,3.1,0.8,0.7,1.4,3.1,6.5,8137500
Mason Plumlee,8.9,3.1,0.6,0.6,1.5,2.7,10.8,9080417
Matisse Thybulle,1.6,1.2,1.4,0.7,0.8,2.2,4.7,2582160
Matisse Thybulle,1.9,1,1.6,1.1,0.5,2,3.9,2711280
Matisse Thybulle,2.3,1.1,1.7,1.1,0.6,2.4,5.7,2840160
Matisse Thybulle,2,0.7,1.2,0.5,0.3,1.6,4.1,4379527
Matthew Dellavedova,1.6,3.8,0.3,0,1.4,1.6,5.9,9607500
Matthew Dellavedova,1.3,3.2,0.4,0,1,1.4,3.1,9607500
Maurice Harkless,4.5,1.2,1.1,0.9,0.8,2.7,7.7,10837079
Maurice Harkless,3.9,1.1,0.9,0.5,0.9,2.4,5.8,11511234
Maurice Harkless,2.4,1.2,0.8,0.5,0.6,2.3,5.2,3623000
Maurice Harkless,2.4,0.5,0.6,0.5,0.7,1.6,4.6,4347600
Max Christie,1.8,0.5,0.2,0.2,0.3,0.8,3.1,1017781
Max Strus,3,1.4,0.4,0.2,0.8,1.7,10.6,1669178
Max Strus,3.2,2.1,0.5,0.2,0.9,2.1,11.5,1815677
Maxi Kleber,4.6,1,0.5,1.1,0.8,2,6.8,1378242
Maxi Kleber,5.2,1.2,0.3,1.1,0.8,2.4,9.1,8000000
Maxi Kleber,5.2,1.4,0.5,0.7,0.6,2.1,7.1,8325000
Maxi Kleber,5.9,1.2,0.5,1,0.8,2.3,7,8750000
Maxi Kleber,3.6,1.4,0.3,0.8,0.7,2.3,5.9,9000000
Meyers Leonard,3.8,1.2,0.2,0.1,0.7,1.7,5.9,10595506
Meyers Leonard,5.1,1.1,0.3,0.3,0.8,2.1,6.1,11286515
Michael Carter-Williams,3.3,2.4,1.1,0.5,1.2,1.9,7.2,2028594
Michael Carter-Williams,4.5,4.2,0.8,0.5,2.2,2.6,8.8,3300000
Michael Kidd-Gilchrist,3.8,1,0.5,0.6,0.7,2.4,6.7,13000000
Michael Porter Jr.,4.7,0.8,0.5,0.5,0.9,1.8,9.3,3389400
Michael Porter Jr.,7.3,1.1,0.7,0.9,1.3,2.1,19,3550800
Michael Porter Jr.,5.5,1,0.6,0.5,1.1,1.9,17.4,30913750
Mikal Bridges,3.2,2.1,1.6,0.5,0.9,2.5,8.3,3552960
Mikal Bridges,4,1.8,1.4,0.6,1,2.2,9.1,4161000
Mikal Bridges,4.3,2.1,1.1,0.9,0.8,1.6,13.5,4359000
Mikal Bridges,4.2,2.3,1.2,0.4,0.8,1.8,14.2,5557725
Mikal Bridges,4.4,3.3,1.1,0.7,1.5,1.9,20.1,20100000
Mike Conley,3.4,6.4,1.3,0.3,1.9,1.8,21.1,30521116
Mike Conley,3.2,4.4,0.8,0.1,2,2.2,14.4,32511623
Mike Conley,3.5,6,1.4,0.2,1.9,1.9,16.2,34504132
Mike Conley,3,5.3,1.3,0.3,1.7,2,13.7,21000000
Mike Conley,2.7,6.7,1.1,0.2,1.5,2.1,11.9,22680000
Mike Muscala,3.8,1.2,0.3,0.6,0.8,2,7,5000000
Mike Muscala,2.3,0.9,0.2,0.3,0.4,1.2,4.8,2028594
Mike Muscala,3.8,0.8,0.2,0.3,0.6,1.5,9.7,2283034
Mike Muscala,3,0.5,0.4,0.6,0.3,1.3,8,3500000
Mike Muscala,3.2,0.8,0.2,0.4,0.4,1.6,6.1,3500000
Mike Scott,3.5,0.8,0.3,0.2,0.6,2,5.8,4320500
Mike Scott,3.6,0.8,0.3,0.1,0.4,1.4,6,4767000
Mike Scott,2.4,0.8,0.5,0.3,0.4,1.4,4.2,5005350
Miles Bridges,4,1.2,0.7,0.6,0.6,1.4,7.5,3206640
Miles Bridges,5.6,1.8,0.6,0.7,1.5,2,13,3755400
Miles Bridges,6,2.2,0.7,0.8,1.6,2.2,12.7,3934320
Miles Bridges,7,3.8,0.9,0.8,1.9,2.4,20.2,5421493
Miles McBride,0.8,1.1,0.6,0.1,0.4,0.9,3.5,1563518
Mitchell Robinson,6.4,0.6,0.8,2.4,0.5,3.3,7.3,1485440
Mitchell Robinson,7,0.6,0.9,2,0.6,3.2,9.7,1559712
Mitchell Robinson,8.1,0.5,1.1,1.5,0.8,2.8,8.3,1663861
Mitchell Robinson,8.6,0.5,0.8,1.8,0.8,2.7,8.5,1802057
Mitchell Robinson,9.4,0.9,0.9,1.8,0.7,2.7,7.4,17045454
Miye Oni,1.6,0.5,0.2,0.1,0.3,1.1,1.9,1517981
Mo Bamba,5,0.8,0.3,1.4,0.9,2.2,6.2,4865040
Mo Bamba,4.9,0.7,0.4,1.4,0.7,1.9,5.4,5697600
Mo Bamba,5.8,0.8,0.3,1.3,0.8,1.9,8,5969040
Mo Bamba,8.1,1.2,0.5,1.7,1.1,2.6,10.6,7568742
Mo Bamba,4.6,0.9,0.3,0.9,0.6,2.1,6.6,10300000
Monte Morris,2.4,3.6,0.9,0,0.6,1.2,10.4,1349383
Monte Morris,1.9,3.5,0.8,0.2,0.7,1,9,1588231
Monte Morris,2,3.2,0.7,0.3,0.7,1,10.2,1723707
Monte Morris,3,4.4,0.7,0.2,1,1.2,12.6,8849071
Monte Morris,3.4,5.3,0.7,0.2,1,1.2,10.3,9125000
Montrezl Harrell,6.5,2,0.9,1.3,1.6,3.1,16.6,6000000
Montrezl Harrell,7.1,1.7,0.6,1.1,1.7,2.3,18.6,6000000
Montrezl Harrell,6.2,1.1,0.7,0.7,1.1,1.9,13.5,9258000
Montrezl Harrell,6.1,2,0.4,0.6,1,1.9,13.1,9720900
Montrezl Harrell,2.8,0.6,0.3,0.4,0.6,1.3,5.6,2463490
Moritz Wagner,4.9,1.2,0.6,0.4,1.5,3.4,8.7,2063520
Moritz Wagner,3.2,1.1,0.6,0.4,1,2.4,6.9,2383915
Moritz Wagner,3.7,1.4,0.3,0.2,0.9,2,9,1729217
Moritz Wagner,4.5,1.5,0.6,0.2,1.2,2.4,10.5,1878720
Moses Brown,8.9,0.2,0.7,1.1,1,2.2,8.6,1250000
Moses Moody,1.5,0.4,0.1,0.2,0.3,0.8,4.4,3562080
Moses Moody,1.7,0.8,0.3,0.1,0.5,0.9,4.8,3740160
Mychal Mulder,1,0.4,0.2,0.2,0.3,0.9,5.6,1517981
Myles Turner,7.2,1.6,0.8,2.7,1.4,2.6,13.3,3410284
Myles Turner,6.6,1.2,0.7,2.1,1.4,2.7,12.1,17500000
Myles Turner,6.5,1,0.9,3.4,1.4,3.5,12.6,17500000
Myles Turner,7.1,1,0.7,2.8,1.3,2.8,12.9,17500000
Myles Turner,7.5,1.4,0.6,2.3,1.7,3.5,18,35069500
Bones Hyland,2.7,2.8,0.6,0.3,1.2,2.2,10.1,2096880
Bones Hyland,2.4,3.1,0.7,0.3,1.5,1.7,11.8,2201520
Naji Marshall,2.6,1.1,0.6,0.1,0.8,1.3,5.7,1517981
Naji Marshall,3.6,2.5,0.7,0.2,1.3,1.5,9.1,1782621
Nassir Little,2.3,0.5,0.3,0.3,0.3,1.5,3.6,2105520
Nassir Little,2.7,0.5,0.1,0.3,0.4,1.1,4.6,2210640
Nassir Little,5.6,1.3,0.6,0.9,1,2,9.8,2316240
Nassir Little,2.6,0.9,0.4,0.4,0.7,1.2,6.6,4171548
Naz Reid,4.6,1,0.5,1.1,1,2.6,11.2,1517981
Naz Reid,3.9,0.9,0.5,0.9,1.1,2.2,8.3,1782621
Naz Reid,4.9,1.1,0.6,0.8,1.4,2.6,11.5,1930681
Nemanja Bjelica,5.8,1.9,0.7,0.7,1.1,2.6,9.6,6500000
Nemanja Bjelica,6.4,2.8,0.9,0.6,1.4,3,11.5,6825000
Nemanja Bjelica,3.4,1.9,0.4,0.1,0.9,1.8,6.5,7150000
Nemanja Bjelica,4.1,2.2,0.6,0.4,1.2,1.8,6.1,2089448
Nenê,2.9,0.6,0.4,0.4,0.3,2.1,3.6,3651480
Nerlens Noel,4.2,0.6,0.9,1.2,0.6,2.2,4.9,1757429
Nerlens Noel,4.9,0.9,1,1.5,1.1,2.7,7.4,2028594
Nerlens Noel,6.4,0.7,1.1,2.2,1,2.8,5.1,5000000
Nerlens Noel,5.6,0.9,1.2,1.2,0.8,2.7,3.4,8800000
Nic Claxton,5.2,0.9,0.7,1.3,0.6,2.1,6.6,1517981
Nic Claxton,5.6,0.9,0.5,1.1,0.8,2.3,8.7,1782621
Nic Claxton,9.2,1.9,0.9,2.5,1.3,2.8,12.6,8500000
Nick Richards,6.4,0.6,0.2,1.1,0.9,2.4,8.2,1782621
Nickeil Alexander-Walker,1.8,1.9,0.4,0.2,1.1,1.2,5.7,2964840
Nickeil Alexander-Walker,3.1,2.2,1,0.5,1.5,1.9,11,3113160
Nickeil Alexander-Walker,2.9,2.4,0.7,0.4,1.4,1.6,10.6,3261480
Nickeil Alexander-Walker,1.7,1.8,0.5,0.4,0.9,1.5,6.2,5009633
Nicolas Batum,5.2,3.3,0.9,0.6,1.6,1.9,9.3,24000000
Nicolas Batum,4.5,3,0.8,0.4,1,1.9,3.6,25565217
Nicolas Batum,4.7,2.2,1,0.6,0.8,1.5,8.1,10477533
Nicolas Batum,4.3,1.7,1,0.7,0.7,1.4,8.3,12026998
Nicolas Batum,3.8,1.6,0.7,0.6,0.6,1.9,6.1,19700319
Nicolò Melli,3,1.4,0.6,0.4,0.8,2.1,6.6,4102564
Nicolò Melli,2.7,1,0.3,0.1,0.3,1.3,3,3897436
Nik Stauskas,1.9,1.2,0.3,0.1,0.8,0.7,5.9,2161887
Nikola Jokić,10.8,7.3,1.4,0.7,3.1,2.9,20.1,24605181
Nikola Jokić,9.7,7,1.2,0.6,3.1,3,19.9,26573595
Nikola Jokić,10.8,8.3,1.3,0.7,3.1,2.7,26.4,29542010
Nikola Jokić,13.8,7.9,1.5,0.9,3.8,2.6,27.1,30510423
Nikola Jokić,11.8,9.8,1.3,0.7,3.6,2.5,24.5,33047803
Nikola Mirotić,7.4,1.2,0.7,0.7,1,2.3,15.2,12500000
Nikola Vučević,12,3.8,1,1.1,2,2,20.8,12750000
Nikola Vučević,10.9,3.6,0.9,0.8,1.4,2.2,19.6,28000000
Nikola Vučević,11.7,3.8,0.9,0.7,1.8,2,23.4,26000000
Nikola Vučević,11,3.2,1,1,1.9,2.5,17.6,24000000
Nikola Vučević,11,3.2,0.7,0.7,1.7,2.2,17.6,22000000
Noah Vonleh,7.8,1.9,0.7,0.8,1.3,2.6,8.4,1621415
Norman Powell,2.3,1.5,0.7,0.2,1.1,1.6,8.6,9367200
Norman Powell,3.7,1.8,1.2,0.4,1.5,2.1,16,10116576
Norman Powell,3.1,1.9,1.2,0.3,1.7,2.3,18.6,10865952
Norman Powell,3.2,2.1,0.9,0.5,1.5,2.4,19,15517242
Norman Powell,2.9,1.8,0.8,0.3,1.7,2.1,17,16758621
Obi Toppin,2.2,0.5,0.3,0.2,0.4,0.9,4.1,4862040
Obi Toppin,3.7,1.1,0.3,0.5,0.8,1.4,9,5105160
Obi Toppin,2.8,1,0.3,0.2,0.6,1,7.4,5348280
Ochai Agbaji,2.1,1.1,0.3,0.3,0.7,1.7,7.9,3918360
OG Anunoby,2.9,0.7,0.7,0.3,0.8,2.1,7,1952760
OG Anunoby,5.3,1.6,1.4,0.7,1.1,2.4,10.6,2281800
OG Anunoby,5.5,2.2,1.5,0.7,1.7,2.7,15.9,3872215
OG Anunoby,5.5,2.6,1.5,0.5,1.7,2.7,17.1,16071429
OG Anunoby,5,2,1.9,0.7,2,3,16.8,17357143
Omari Spellman,4.2,1,0.6,0.5,0.7,1.5,5.9,1620480
Omari Spellman,4.5,1,0.7,0.5,1.1,1.3,7.6,1897800
Omer Yurtseven,5.3,0.9,0.3,0.4,0.7,1.5,5.3,1489065
Omri Casspi,3.2,0.7,0.6,0.3,0.6,1,6.3,2176260
Onyeka Okongwu,3.3,0.4,0.5,0.7,0.6,2,4.6,5813640
Onyeka Okongwu,5.9,1.1,0.6,1.3,0.9,3.1,8.2,6104280
Onyeka Okongwu,7.2,1,0.7,1.3,1,3.1,9.9,6395160
Oshae Brissett,5.5,0.9,0.9,1,0.5,1.5,10.9,1255493
Oshae Brissett,5.3,1.1,0.7,0.4,0.8,1.7,9.1,1701593
Oshae Brissett,3.4,0.7,0.5,0.2,0.5,1.2,6.1,1846738
Otto Porter Jr.,5.6,2.1,1.5,0.6,1.2,1.9,13.9,26011913
Otto Porter Jr.,5.4,2,0.6,0.1,0.9,1.5,9.7,28489239
Otto Porter Jr.,5.7,1.5,1.1,0.5,0.6,1.3,8.2,2389641
Ousmane Dieng,2.7,1.2,0.4,0.2,0.7,1.1,4.9,4569840
P.J. Tucker,5.8,1.2,1.6,0.5,0.8,3.1,7.3,7969537
P.J. Tucker,6.6,1.6,1.1,0.5,1,3.2,6.9,8349039
P.J. Tucker,3.9,1.2,0.8,0.4,0.8,2.4,3.7,7969537
P.J. Tucker,5.5,2.1,0.8,0.2,0.9,2.3,7.6,7000000
P.J. Tucker,3.9,0.8,0.5,0.2,0.6,2.4,3.5,10490000
P.J. Washington,5.4,2.1,0.9,0.8,1.6,2.7,12.2,3831840
P.J. Washington,6.5,2.5,1.1,1.2,2,2.7,12.9,4023600
P.J. Washington,5.2,2.3,0.9,0.9,1.3,2.3,10.3,4215120
P.J. Washington,4.9,2.4,0.9,1.1,1.5,2.6,15.7,5808435
Paolo Banchero,6.9,3.7,0.8,0.5,2.8,2.2,20,11055120
Pascal Siakam,6.9,3.1,0.9,0.7,1.9,3,16.9,1544951
Pascal Siakam,7.3,3.5,1,0.9,2.5,2.8,22.9,2351839
Pascal Siakam,7.2,4.5,1.1,0.7,2.3,3.1,21.4,30559200
Pascal Siakam,8.5,5.3,1.3,0.6,2.7,3.3,22.8,33003936
Pascal Siakam,7.8,5.8,0.9,0.5,2.4,3.2,24.2,35448672
Pat Connaughton,4.2,2,0.5,0.4,0.5,1.3,6.9,1641000
Pat Connaughton,4.2,1.6,0.4,0.5,0.8,1,5.4,1723050
Pat Connaughton,4.8,1.2,0.7,0.3,0.5,1.4,6.8,4938273
Pat Connaughton,4.2,1.3,0.9,0.2,0.5,1.3,9.9,5333333
Pat Connaughton,4.6,1.3,0.6,0.2,0.5,1.1,7.6,5728393
Patrick Beverley,5,3.8,0.9,0.6,1.1,3.4,7.6,5027028
Patrick Beverley,5.2,3.6,1.1,0.5,1.3,3.1,7.9,12345679
Patrick Beverley,3.2,2.1,0.8,0.8,0.9,2.9,7.5,13333333
Patrick Beverley,4.1,4.6,1.2,0.9,1.3,3,9.2,14320988
Patrick Beverley,3.7,2.9,0.9,0.6,0.9,2.8,6.2,13506508
Patrick McCaw,2.3,2.1,1.1,0.1,0.8,1.6,4.6,4000000
Patrick Patterson,2.3,0.5,0.3,0.2,0.3,0.7,3.6,5451600
Patrick Patterson,2.6,0.7,0.1,0.1,0.4,0.9,4.9,3068660
Patrick Patterson,2,0.8,0.4,0.2,0.3,1.2,5.2,3814771
Patrick Williams,4.6,1.4,0.9,0.6,1.4,1.8,9.2,7068360
Patrick Williams,4,1.2,0.9,0.9,1.2,1.8,10.2,7775400
Patty Mills,2.2,3,0.6,0.1,1.1,1.6,9.9,11571429
Patty Mills,1.6,1.8,0.8,0.1,0.8,1.6,11.6,12428571
Patty Mills,1.7,2.4,0.6,0,1,1.2,10.8,13535714
Patty Mills,1.9,2.3,0.6,0.2,0.9,1.4,11.4,5890000
Patty Mills,1.1,1.4,0.4,0.1,0.8,0.8,6.2,6479000
Paul George,8.2,4.1,2.2,0.4,2.7,2.8,28,30560700
Paul George,5.7,3.9,1.4,0.4,2.6,2.4,21.5,33005556
Paul George,6.6,5.2,1.1,0.4,3.3,2.4,23.3,35450412
Paul George,6.9,5.7,2.2,0.4,4.1,2.4,24.3,39344970
Paul George,6.1,5.1,1.5,0.4,3.1,2.8,23.8,42492492
Paul Millsap,7.2,2,1.2,0.8,1.4,2.6,12.6,29230769
Paul Millsap,5.7,1.6,0.9,0.6,1.4,2.9,11.6,30500000
Paul Millsap,4.7,1.8,0.9,0.6,0.9,2,9,10000000
Paul Reed,3.8,0.4,0.7,0.7,0.7,1.8,4.2,1782621
Payton Pritchard,2.4,1.8,0.6,0.1,0.8,1.6,7.7,2035800
Payton Pritchard,1.9,2,0.4,0.1,0.6,0.9,6.2,2137440
Payton Pritchard,1.8,1.3,0.3,0,0.8,0.8,5.6,2239200
PJ Dozier,3.6,1.8,0.6,0.4,0.9,1.7,7.7,1762796
Precious Achiuwa,3.4,0.5,0.3,0.5,0.7,1.5,5,2582160
Precious Achiuwa,6.5,1.1,0.5,0.6,1.2,2.1,9.1,2711280
Precious Achiuwa,6,0.9,0.6,0.5,1.1,1.9,9.2,2840160
Quentin Grimes,2,1,0.7,0.2,0.6,1.6,6,2168760
Quentin Grimes,3.2,2.1,0.7,0.4,1,2.5,11.3,2277000
Quinn Cook,2.1,1.6,0.3,0,0.7,1.2,6.9,1544951
Quinn Cook,1.2,1.1,0.3,0,0.8,0.6,5.1,3000000
R.J. Hampton,3.5,1.7,0.4,0.2,1,1.2,6.9,2193480
R.J. Hampton,3,2.5,0.7,0.2,1.4,1.6,7.6,2303040
R.J. Hampton,1.9,1.1,0.6,0.2,0.9,1.1,6.4,2898243
Rajon Rondo,5.3,8,1.2,0.2,2.8,2.2,9.2,9000000
Rajon Rondo,3,5,0.8,0,1.9,1.2,7.1,2564753
Rajon Rondo,2.4,4.4,0.8,0.1,1.8,1.2,5.4,8250000
