Team,Season,League,#.x,GP,MPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,TOV,PF,ORB,DRB,RPG,APG,SPG,BPG,PPG,#.y,TS%,eFG%,Total S%,ORB%,DRB%,TRB%,AST%,TOV%,STL%,BLK%,PPS,FIC40,ORtg,DRtg,eDiff,Poss,Pace,#,Dbl Dbl,Tpl Dbl,40 Pts,20 Reb,20 Ast,5 Stl,5 Blk,High Game,MOV,Techs,HOB,Ast/TO,Stl/TO,FT/FGA,W's,L's,Win %,ln1divwmin1
Connecticut,2012,American Athletic Conference,9,34,40.4,25.2,55.9,0.45,5.4,16.4,0.33,12.8,19.3,0.66,12.3,14.4,11.3,23.4,34.7,13.1,5.9,6.9,68.7,9,0.53,0.5,144.6,36.3,66.5,52.3,52.1,16,8.8,17.6,1.2,54.1,103.9,97.5,6.4,2248.1,65.4,11,16,3,0,0,0,0,4,87,4.2,4,1.52,1.1,0.5,0.23,20,14,0.59,-0.36
DePaul,2012,American Athletic Conference,2,31,40.2,27.6,63.1,0.44,7.2,21.6,0.33,11.6,16.6,0.7,13.4,20.5,10.7,20.1,30.8,15.3,7.9,4.1,74.1,15,0.53,0.5,147,29.8,62.7,45.3,55.3,15.9,10.8,9.2,1.2,49.8,101.1,104.6,-3.5,2274.1,73.1,14,11,0,0,0,0,1,2,102,-2.6,2,1.55,1.1,0.6,0.18,12,19,0.39,0.46
Georgetown,2012,American Athletic Conference,6,33,40.6,24.6,52.8,0.47,5.6,16.3,0.35,14.2,20.4,0.7,12.6,17.5,10.3,24.1,34.4,13.6,6.1,4.7,69,2,0.56,0.52,151.1,35.3,71.8,54.8,55.2,17,9.2,13.2,1.3,52.3,105.7,90.9,14.8,2155.2,64.3,16,10,0,0,0,0,1,0,91,9.7,5,1.55,1.1,0.5,0.27,24,9,0.73,-0.98
Louisville,2012,American Athletic Conference,11,40,40.5,24.1,57,0.42,5.8,18.3,0.32,14.2,20.6,0.69,14,17.6,11.8,24.3,36.1,13.2,8.8,4.8,68.2,4,0.52,0.47,143,33.9,68.1,51.2,54.9,17.5,12.8,12.8,1.2,51.1,98.7,88.3,10.4,2761.9,68.2,2,30,4,0,0,0,10,11,95,7.2,2,1.55,0.9,0.6,0.25,30,10,0.75,-1.1
Marquette,2012,American Athletic Conference,1,35,40,26.3,58.1,0.45,5.7,17,0.34,17.1,23.7,0.72,13.2,17.7,10.9,23.3,34.2,16.6,8.7,3.5,75.4,3,0.55,0.5,151.1,33,65.7,50,63.1,16.1,12.1,8.8,1.3,58.1,105.1,91.9,13.1,2510.2,71.7,5,19,2,0,0,0,3,0,99,9.4,5,1.63,1.3,0.7,0.3,27,8,0.77,-1.22
Notre Dame,2012,American Athletic Conference,14,34,40.6,23,53,0.43,6.5,19.6,0.33,13.9,19.8,0.7,10.1,13.8,9.2,22.5,31.7,14.6,5.2,3.4,66.4,6,0.54,0.5,147,29.4,69.3,49.7,63.6,14.1,8.2,8.3,1.3,50.8,104.4,96.9,7.5,2161,62.6,6,18,0,0,0,0,0,0,106,4.8,1,1.64,1.4,0.5,0.26,22,12,0.65,-0.61
Pittsburgh,2012,American Athletic Conference,7,39,40.1,25.2,55.5,0.45,6.3,18.1,0.35,12.4,17.7,0.7,12.7,17.2,12.2,21.6,33.9,15.2,4.7,2.6,69,10,0.55,0.51,150.2,39.6,70,54.8,60.3,16.7,7.4,7.4,1.2,50.3,108,102.5,5.5,2492.2,63.7,8,17,0,0,0,0,0,1,97,3.5,1,1.6,1.2,0.4,0.22,22,17,0.56,-0.26
Providence,2012,American Athletic Conference,8,32,40.2,24.1,56.4,0.43,4.9,14,0.35,15.7,22.2,0.7,12.2,16.9,11.6,22.7,34.3,13.5,5.3,5.2,68.8,14,0.52,0.47,148.5,35.2,66,50.9,56.1,15.6,7.9,13,1.2,50,102.1,102.7,-0.6,2157.1,67.1,4,22,2,0,0,0,0,6,90,-0.4,1,1.56,1.1,0.4,0.28,15,17,0.47,0.12
Rutgers,2012,American Athletic Conference,15,32,40.5,23.9,56.3,0.42,5.3,15.8,0.34,12.4,17.8,0.7,14.8,20.9,11.2,20.3,31.5,12.7,8.2,3.8,65.5,13,0.51,0.47,145.6,34.9,66.6,50.3,53.3,18.8,12,11.7,1.2,41.9,96.1,96.6,-0.5,2181.1,67.4,12,11,1,0,0,0,3,2,94,-0.3,3,1.53,0.9,0.5,0.22,14,18,0.44,0.25
Seton Hall,2012,American Athletic Conference,10,34,40.4,24.5,56.3,0.44,6.9,19.6,0.35,12.4,18.4,0.67,12.6,17.7,10.2,23.4,33.6,13.9,8.4,3.2,68.4,8,0.53,0.5,146.2,31.3,71.1,51.2,56.7,16.4,12.4,9,1.2,50.4,100.9,94.2,6.7,2302.8,67,1,35,0,0,0,0,10,1,94,4.5,8,1.57,1.1,0.7,0.22,21,13,0.62,-0.48
South Florida,2012,American Athletic Conference,16,36,40.3,21.4,49,0.44,4.7,14.8,0.32,11.7,16.6,0.71,13.5,15.3,9.1,22.7,31.8,11.8,5.6,3.8,59.3,11,0.53,0.49,145.9,32.4,70.6,52.8,54.8,19.3,9.1,10.8,1.2,42.1,96.8,92.4,4.4,2203.4,60.8,13,11,0,0,1,0,2,1,83,2.7,1,1.55,0.9,0.4,0.24,22,14,0.61,-0.45
St. John's,2012,American Athletic Conference,13,32,40.2,23.7,56.2,0.42,4.1,14.6,0.28,15,22.3,0.68,13.2,16.7,11.2,20.7,31.9,10.7,7.9,3.7,66.5,16,0.5,0.46,137.4,32.6,61.3,46.9,45,16.7,11.6,10,1.2,43.3,96.9,103.3,-6.3,2196.3,68.4,9,16,1,0,0,0,4,0,91,-4.3,3,1.45,0.8,0.6,0.27,13,19,0.41,0.38
Syracuse,2012,American Athletic Conference,3,37,40.1,27.2,58.2,0.47,6.3,18,0.35,13.4,19.2,0.7,10.5,15.5,11.3,21.5,32.8,15.2,8.9,7.1,74.1,1,0.56,0.52,151.6,35.5,62.8,49.6,56,13.6,13.4,19.8,1.3,63.3,111.1,91.5,19.6,2466.9,66.4,15,11,1,0,0,0,3,6,98,13.1,0,1.56,1.4,0.8,0.23,34,3,0.92,-2.43
Villanova,2012,American Athletic Conference,5,32,40.6,23.8,57.7,0.41,6.1,19.4,0.32,17.1,22.6,0.75,14,19.1,12.2,23.7,35.9,12.3,5.6,3.1,70.8,12,0.52,0.47,148.2,36.6,69.6,53.3,51.6,17.1,8,8.2,1.2,45.7,100.9,100.5,0.4,2245.8,69.1,7,17,0,0,0,0,0,0,106,0.2,3,1.52,0.9,0.4,0.3,13,19,0.41,0.38
West Virginia,2012,American Athletic Conference,4,33,41.1,25.4,58,0.44,5.3,17.7,0.3,15,22.4,0.67,12.8,16.7,13.5,22.6,36.2,14.4,6.4,2.6,71.1,7,0.52,0.48,140.7,39.6,71.7,55,56.8,15.8,9.4,6.7,1.2,50.6,104.9,98.1,6.8,2236.4,66,3,23,0,0,0,0,2,0,97,4.6,2,1.57,1.1,0.5,0.26,19,14,0.58,-0.31
Cincinnati,2013,American Athletic Conference,10,34,40.4,23.3,57.7,0.4,6.8,21.4,0.32,13.2,20.5,0.65,12.7,17.8,13.4,24.8,38.2,12.2,7.1,6.1,66.5,5,0.5,0.46,136.5,38.1,70.6,54.3,52.5,16,10.7,16.1,1.2,50.8,100.3,89,11.4,2254.2,65.6,13,7,0,0,0,0,2,7,102,7.5,0,1.53,1,0.6,0.23,22,12,0.65,-0.61
Connecticut,2013,American Athletic Conference,5,30,41.5,24.2,54.8,0.44,6.4,18.7,0.34,15,20.2,0.74,12.1,16.2,8.8,23.3,32.1,13.7,7.5,4.5,69.9,8,0.55,0.5,152.6,27.9,64.4,47.5,56.4,16,11,11.2,1.3,51,103.2,96.6,6.6,2031.6,65.3,15,4,0,0,0,0,2,0,99,4.5,0,1.56,1.1,0.6,0.27,20,10,0.67,-0.7
DePaul,2013,American Athletic Conference,2,32,40.5,26.5,61,0.43,4.8,16.2,0.3,13.6,19.3,0.7,14.3,19.1,11,21.7,32.7,13.8,8.3,4.2,71.4,14,0.51,0.47,143.7,30.6,64.4,46.9,51.9,17.1,11.5,9.5,1.2,47.5,98,103.3,-5.4,2331.5,72,10,10,0,0,0,0,2,3,98,-3.9,3,1.52,1,0.6,0.22,11,21,0.34,0.64
Georgetown,2013,American Athletic Conference,14,32,40.6,23,50.8,0.45,5.9,16.8,0.35,12.7,18.7,0.68,12.7,17.3,8.7,23.2,31.9,14.8,7.5,3.8,64.7,4,0.55,0.51,148.5,29.6,70,51.1,64.3,17.6,11.6,11.3,1.3,49.7,101,88.1,12.9,2049.5,63.1,8,11,1,0,0,0,1,1,90,8.2,2,1.64,1.2,0.6,0.25,25,7,0.78,-1.27
Louisville,2013,American Athletic Conference,1,40,40.6,26.2,57.5,0.46,5.8,17.3,0.33,16.3,23,0.71,12.4,18.2,12.9,23,35.9,14.6,10.8,4.2,74.5,1,0.55,0.51,149.7,38.1,67.9,53,55.7,15.5,15.8,12.1,1.3,60,109.4,86.4,23,2722.4,67,2,26,2,0,0,0,7,5,101,15.7,2,1.56,1.2,0.9,0.28,35,5,0.88,-1.95
Marquette,2013,American Athletic Conference,7,35,40.6,24.1,52.7,0.46,4.2,14.2,0.3,15.7,21.6,0.73,13.3,16.8,11.4,23,34.4,13.8,6.5,3.5,68.1,7,0.55,0.5,148.3,37.8,68.1,53.8,57.4,17.7,10.1,10,1.3,50.5,104.9,96.5,8.4,2271.2,64,14,5,0,0,0,0,3,0,89,5.5,1,1.57,1,0.5,0.3,26,9,0.74,-1.06
Notre Dame,2013,American Athletic Conference,4,35,41.1,25.5,55.1,0.46,6.5,17.6,0.37,12.5,17.7,0.71,11.2,14.1,10.4,24.5,34.9,16.8,5,3.8,70,6,0.56,0.52,154.1,32.9,71.4,53,65.8,15.1,7.8,9.3,1.3,56.4,108.7,98.6,10.1,2254.6,62.6,1,27,1,0,0,0,1,1,104,6.5,1,1.66,1.5,0.4,0.23,25,10,0.71,-0.92
Pittsburgh,2013,American Athletic Conference,6,33,40.5,25.4,53.8,0.47,4.9,14.2,0.35,13.5,20.2,0.67,11,17.4,12.3,21.6,33.9,16.3,6.6,4,69.2,2,0.55,0.52,148.9,40,71.1,55.5,64.2,15,10.7,12.7,1.3,56.2,111.8,90.5,21.3,2040.4,61.1,9,10,0,0,0,0,0,1,93,13.2,1,1.64,1.5,0.6,0.25,24,9,0.73,-0.98
Providence,2013,American Athletic Conference,9,34,40.5,23.6,57.3,0.41,5.5,17.6,0.31,15,21.4,0.7,12.7,17.1,13,23.5,36.5,14.3,6.2,3.2,67.6,9,0.51,0.46,142.2,36.8,68.7,52.5,60.5,16,9.2,8.2,1.2,49.1,100.6,96.5,4.1,2286,66.4,4,22,0,0,0,0,2,0,81,2.7,4,1.61,1.1,0.5,0.26,19,15,0.56,-0.24
Rutgers,2013,American Athletic Conference,11,31,40,24.1,54.5,0.44,4.8,13.5,0.36,12.4,17.6,0.7,13.8,19.5,11.1,21.8,32.9,12.6,7,3.6,65.4,12,0.53,0.49,150,34.9,66.6,51,52.2,18.2,10.7,10.6,1.2,45,99.9,101.1,-1.2,2029.7,65.5,12,7,0,0,0,0,2,1,88,-0.8,2,1.52,0.9,0.5,0.23,15,16,0.48,0.06
Seton Hall,2013,American Athletic Conference,13,33,40.3,22.5,51.6,0.44,7.9,21.5,0.37,11.7,17.8,0.66,15.5,18.9,9.6,22.8,32.3,14,6.8,2.6,64.7,11,0.54,0.51,146.2,30.7,68.1,50,62,20.7,10.3,7.1,1.3,44,98,98.6,-0.6,2179.7,65.6,5,16,1,0,0,0,5,0,89,-0.4,0,1.62,0.9,0.4,0.23,15,18,0.46,0.18
South Florida,2013,American Athletic Conference,15,31,41,20.9,53.7,0.39,6.1,19.6,0.31,10.9,15.7,0.69,10.8,15.5,10.4,21.2,31.5,11.3,6.2,3.4,58.8,15,0.49,0.45,139.5,30.7,65.3,47.6,54.3,15.2,10.1,9.5,1.1,40.2,95.2,100.7,-5.5,1914.6,60.3,7,14,1,0,0,0,1,1,87,-3.4,2,1.54,1,0.6,0.2,12,19,0.39,0.46
St. John's,2013,American Athletic Conference,12,33,40.5,25,60.3,0.42,3.6,13.4,0.27,11.2,17.4,0.64,11.4,16.6,11.5,24,35.5,12.3,6.7,7.3,64.8,13,0.48,0.45,132.6,30.8,65.7,48,49.1,14.3,9.7,18.4,1.1,48.6,94.4,96.3,-2,2265.7,67.9,6,15,0,0,0,0,4,11,89,-1.4,1,1.49,1.1,0.6,0.19,17,16,0.52,-0.06
Syracuse,2013,American Athletic Conference,3,40,40.2,25.2,57.3,0.44,5.8,17.4,0.34,14.2,21.1,0.68,12.4,15.9,13,23.7,36.7,14.1,9,6.2,70.4,3,0.53,0.49,144.9,37.9,66.5,52.5,55.8,15.7,13.6,19.2,1.2,58.8,105.8,88.2,17.6,2661.9,66.1,3,25,1,0,0,0,7,2,108,11.7,1,1.56,1.1,0.7,0.25,30,10,0.75,-1.1
Villanova,2013,American Athletic Conference,8,34,40.7,21.5,51.7,0.42,6,18.1,0.33,18.8,26.1,0.72,15.7,19.1,10.7,24.5,35.2,12.1,7.7,3.4,67.9,10,0.54,0.47,146.6,32.6,71.6,52.5,56.4,19.9,11.2,9.9,1.3,45.5,98.1,94.1,4,2351.9,67.9,11,9,0,0,0,0,1,1,98,2.7,0,1.56,0.8,0.5,0.36,20,14,0.59,-0.36
Cincinnati,2014,American Athletic Conference,9,34,40,23.7,55.7,0.43,5.8,17.2,0.34,15.3,21.6,0.71,11.1,17.5,12.8,21.9,34.6,12.5,7.9,5.5,68.4,2,0.53,0.48,146.8,38.6,68.9,53.4,52.8,14.6,12.2,16,1.2,53.8,106.2,90.8,15.5,2188.2,64.4,2,16,2,0,0,0,2,5,102,10,5,1.53,1.1,0.7,0.27,27,7,0.79,-1.35
Connecticut,2014,American Athletic Conference,5,40,40.2,24.3,54,0.45,7.2,18.5,0.39,16.1,20.7,0.78,11.4,17.9,9,24.1,33.1,12.2,7,5.8,71.8,4,0.57,0.52,161.3,29.5,68.1,50.3,50.3,15.3,10.5,15.2,1.3,54.8,107.6,94.7,12.9,2670.6,66.4,7,12,2,0,0,0,1,4,101,8.6,3,1.5,1.1,0.6,0.3,32,8,0.8,-1.39
Houston,2014,American Athletic Conference,7,33,40.1,25.2,55.5,0.45,6.4,17.5,0.37,14.2,21.2,0.67,12.7,18.3,10.3,22.9,33.2,14.7,5.4,5.5,71.1,7,0.55,0.51,148.8,31.2,66.5,49.2,58.3,16.4,8,13.6,1.3,52.6,104.6,107.5,-2.9,2241.4,67.7,4,15,5,0,0,0,2,7,89,-1.9,2,1.58,1.2,0.4,0.26,17,16,0.52,-0.06
Louisville,2014,American Athletic Conference,1,37,40,28.4,60.3,0.47,7.8,21.2,0.37,16.4,24.9,0.66,10.6,19.5,13.1,23.7,36.8,15.4,10,4.7,81,1,0.57,0.54,150,36.8,67.9,52.2,54,12.9,14.4,12.5,1.3,67,116.6,87.9,28.7,2572.2,69.5,1,20,0,1,0,0,5,0,113,19.9,4,1.54,1.5,0.9,0.27,31,6,0.84,-1.65
Memphis,2014,American Athletic Conference,2,34,40.3,28.2,59,0.48,5.4,16.2,0.33,15.2,23.6,0.64,13.2,18,11.9,24.2,36.1,17.4,8.6,4.7,76.9,5,0.55,0.52,145.2,35.1,67.2,51.6,61.7,16,12.1,11,1.3,61.9,107.3,98.4,8.9,2435.5,71.1,9,9,1,0,0,0,2,2,101,6.4,4,1.62,1.3,0.7,0.26,24,10,0.71,-0.88
Rutgers,2014,American Athletic Conference,6,33,40,24.9,58.5,0.43,6,18,0.34,15.2,21.5,0.71,12.6,20.6,11.5,22.6,34,12.7,5.8,4.2,71.1,9,0.52,0.48,146.8,32.1,68,49.4,50.8,15.7,8.2,11.4,1.2,47.3,101.6,108.9,-7.3,2310.4,70,5,15,0,0,0,0,2,2,116,-5.1,6,1.51,1,0.5,0.26,12,21,0.36,0.55
South Florida,2014,American Athletic Conference,10,32,40.5,23.5,54,0.43,3,11.8,0.26,15.7,23.7,0.66,12.8,17.7,10.4,23.6,34,12.6,5.8,3.7,65.6,10,0.51,0.46,135.4,30.9,68.9,50,53.5,16.6,8.6,9.2,1.2,44.2,97.1,104.7,-7.6,2162.3,66.8,8,11,0,0,0,0,3,0,91,-5.1,1,1.54,1,0.5,0.29,12,20,0.38,0.51
Southern Methodist,2014,American Athletic Conference,8,37,40,25.3,52.4,0.48,4.7,12.4,0.38,15.6,22.9,0.68,13.3,18.7,10.3,24.4,34.7,15.1,7.6,4.5,71,3,0.57,0.53,154.5,34,70,53.3,59.8,17.5,11.4,13.7,1.4,56.3,106.7,93.6,13.2,2461.6,66.5,10,9,0,0,0,0,1,0,89,8.8,3,1.6,1.1,0.6,0.3,27,10,0.73,-1
Temple,2014,American Athletic Conference,3,31,40.8,26.7,62.4,0.43,6.5,19.1,0.34,14,19.8,0.71,10.5,18.5,11.9,23.1,35,13.6,5.8,3.5,73.9,8,0.52,0.48,147.4,32.4,66.9,49.1,50.8,12.9,8.3,8.3,1.2,51,105.2,111.1,-6,2178.2,68.9,6,14,0,0,0,0,1,0,101,-4.2,1,1.51,1.3,0.6,0.23,9,22,0.29,0.89
UCF,2014,American Athletic Conference,4,31,40.6,25.9,59.1,0.44,6.9,20.7,0.34,13.9,22.7,0.61,13.7,17.9,13.5,23.3,36.8,12.5,6.9,4.4,72.7,6,0.53,0.5,138.7,37.3,68.4,52.4,48.4,16.5,9.9,10.8,1.2,51.3,104.1,105.4,-1.3,2164.7,68.7,3,15,0,0,0,0,1,3,104,-0.9,5,1.48,0.9,0.5,0.24,13,18,0.42,0.32
Cincinnati,2015,American Athletic Conference,10,34,40.6,22.4,50.1,0.45,4.9,14.9,0.33,12.5,18.6,0.67,12.8,14.9,10.8,22.6,33.4,11.6,6.5,5.4,62.1,2,0.53,0.5,144.6,36.6,69.1,53.7,51.8,18,10.6,15.4,1.2,47.9,101.5,91.1,10.3,2082.5,60.4,8,7,0,0,0,0,2,1,84,6.3,7,1.52,0.9,0.5,0.25,23,11,0.68,-0.74
Connecticut,2015,American Athletic Conference,8,35,40.1,22.9,52.1,0.44,6.5,18.2,0.36,11.9,16.9,0.71,11.6,16.3,8.8,23.4,32.2,11.9,4.7,5.2,64.1,4,0.54,0.5,150,29.3,69.7,50.6,52,16.3,7.6,14.8,1.2,47,102.3,95.8,6.5,2193.5,62.4,3,12,0,1,0,0,1,12,106,4.1,2,1.52,1,0.4,0.23,20,15,0.57,-0.29
East Carolina,2015,American Athletic Conference,7,33,40.2,22.7,53.9,0.42,7.1,20.1,0.35,11.6,17.1,0.68,11.4,17.3,9.4,21,30.4,13.4,6.3,1.9,64.1,9,0.52,0.49,145.4,29,66.7,47.5,59.1,15.7,9.8,5.7,1.2,43.9,100.2,103.1,-2.8,2111.2,63.7,10,5,0,0,0,0,3,0,99,-1.8,2,1.59,1.2,0.6,0.22,14,19,0.42,0.3
Houston,2015,American Athletic Conference,5,32,40.6,22,56.1,0.39,8.1,25.3,0.32,12.2,18,0.68,13.3,17.6,12,22.2,34.3,11.8,5.8,3.8,64.4,8,0.5,0.47,139.3,33.1,67,49.3,53.3,17.2,8.9,10.4,1.1,42.8,98.4,100.2,-1.8,2093.1,64.4,1,14,1,0,0,0,3,1,83,-1.2,1,1.53,0.9,0.4,0.22,13,19,0.41,0.38
Memphis,2015,American Athletic Conference,2,32,40.3,25.1,57.1,0.44,5.2,15.8,0.33,12,18.1,0.67,13.3,18.3,12.4,24,36.5,14.4,7,6.5,67.3,5,0.52,0.48,143.3,37,69.7,53.6,57.4,17,10.5,17.2,1.2,53.2,100.9,94.5,6.4,2136.1,66.2,2,14,0,0,1,0,1,6,99,4.2,8,1.57,1.1,0.5,0.21,18,14,0.56,-0.25
South Florida,2015,American Athletic Conference,11,32,40.5,23.3,53.7,0.43,4.2,14,0.3,10.8,17.4,0.62,13.6,19,10.1,22.4,32.5,11.3,5.8,4.9,61.6,11,0.5,0.47,135.6,30.7,65.6,48.5,48.6,18.1,8.7,13.5,1.1,40,93.8,104.2,-10.4,2100.8,64.9,7,8,0,0,0,0,1,1,79,-6.8,6,1.49,0.8,0.4,0.2,9,23,0.28,0.93
Southern Methodist,2015,American Athletic Conference,1,34,40.2,24.5,51.5,0.48,4.3,11.8,0.36,15.9,22.6,0.7,12.5,16.2,10.9,24.6,35.5,15.4,7,4.3,69.1,1,0.56,0.52,154.1,36.4,71.4,55.1,63,16.9,10.8,14.7,1.3,57.2,107.9,93.3,14.6,2177.8,63.8,4,11,0,0,0,0,2,1,93,9.4,2,1.63,1.2,0.6,0.31,27,7,0.79,-1.35
Temple,2015,American Athletic Conference,4,37,40.1,22.5,58.1,0.39,6.4,20.9,0.3,14.5,20.7,0.7,9.5,17.1,11.4,25.4,36.9,12.4,6.9,4.5,65.8,3,0.49,0.44,139.1,30.9,71.7,50.9,54.9,12.4,10.4,12,1.1,50.5,99.6,92.5,7.1,2445.4,65.9,5,10,0,0,0,0,2,1,90,4.7,1,1.55,1.3,0.7,0.25,26,11,0.7,-0.86
Tulane,2015,American Athletic Conference,9,31,40.8,22.5,54.8,0.41,6.4,19.7,0.33,12.1,18.7,0.65,12.7,17.7,11.1,22.5,33.6,11.3,6.2,2,63.6,7,0.51,0.47,138.7,32.5,71.2,51.1,49.9,16.8,9.5,5.4,1.2,40.5,97.4,98,-0.5,2025.2,64,11,2,0,0,0,0,0,0,100,-0.4,2,1.5,0.9,0.5,0.22,15,16,0.48,0.06
Tulsa,2015,American Athletic Conference,6,34,40.3,22.3,53.5,0.42,5.5,17.2,0.32,14.2,21.9,0.65,11.4,16.8,10.3,24.9,35.1,11,5.8,3.4,64.4,6,0.5,0.47,138.6,30.5,72.2,51.6,49.5,15.1,8.9,10.3,1.2,45,98.6,93,5.6,2218.7,64.8,9,6,1,0,0,0,0,1,78,3.6,5,1.5,1,0.5,0.27,23,11,0.68,-0.74
UCF,2015,American Athletic Conference,3,30,41,23.5,54,0.43,6.7,19.2,0.35,12.4,19.2,0.64,13,15.6,9.5,22.3,31.8,12.3,5.2,4.3,66,10,0.53,0.5,142.7,29.1,64.1,47.2,52.4,17.2,7.8,10.2,1.2,44.3,99.5,108,-8.5,1990.9,64.7,6,9,0,0,0,0,0,2,103,-5.7,2,1.52,0.9,0.4,0.23,12,18,0.4,0.4
Cincinnati,2016,American Athletic Conference,5,33,41.1,25.8,60,0.43,7.6,22,0.35,14.1,19.9,0.71,11,15.5,12.8,24.9,37.7,15.4,7.8,5.8,73.3,2,0.53,0.49,148.3,36.3,69.9,53.2,59.7,13.7,11.4,15.5,1.2,60.8,107.9,93.2,14.6,2241.6,66.2,3,18,1,0,0,0,3,0,106,9.9,4,1.6,1.4,0.7,0.23,22,11,0.67,-0.7
Connecticut,2016,American Athletic Conference,6,36,40.6,26.2,57.8,0.45,7.1,19.4,0.37,13.6,17.1,0.79,10.9,18.2,8.8,26,34.8,13.6,5.8,5.1,73.1,3,0.56,0.52,161.2,27.6,71.6,51,51.9,14.2,8.5,14.1,1.3,55.3,107.5,93.4,14.1,2446.3,67,4,18,1,0,0,0,1,5,104,9.6,2,1.52,1.2,0.5,0.24,25,11,0.69,-0.82
East Carolina,2016,American Athletic Conference,9,32,40.8,23.8,55.9,0.43,7.2,21.4,0.34,13.5,19.4,0.7,13.2,16.8,9.4,23.7,33.1,15.2,5.7,2,68.3,9,0.52,0.49,146.1,28.1,68.3,48.6,63.9,16.9,8.3,5.5,1.2,46.7,99.1,104.3,-5.2,2205.6,67.6,10,7,1,0,0,0,2,0,98,-3.6,1,1.64,1.1,0.4,0.24,12,20,0.38,0.51
Houston,2016,American Athletic Conference,1,32,40.8,28,60.2,0.47,6.7,19.3,0.35,14.6,20.7,0.71,10.4,19,12.3,24.2,36.6,12.9,6,3.8,77.4,4,0.55,0.52,151.9,35.8,67.6,52,45.9,12.9,8.7,10.1,1.3,56.6,113.4,101.5,11.9,2182.7,66.9,8,11,0,0,0,0,1,0,110,8.1,4,1.46,1.2,0.6,0.24,22,10,0.69,-0.79
Memphis,2016,American Athletic Conference,3,34,40.3,25.8,62.5,0.41,6.1,18.7,0.32,18.9,26.2,0.72,12.1,20,12.4,27.3,39.6,15,7.7,5.4,76.6,5,0.51,0.46,146,32.3,71.5,51.9,58.2,13.9,10.3,13.3,1.2,58.3,102.4,94,8.4,2541.7,74.2,1,33,1,0,0,0,1,2,97,6.3,6,1.58,1.2,0.6,0.3,19,15,0.56,-0.24
South Florida,2016,American Athletic Conference,11,33,40,23.5,56.1,0.42,4,14.1,0.29,12.2,18.5,0.66,14.7,17.8,11.8,25.2,37,10,4.5,5.3,63.2,11,0.49,0.45,136.4,33.7,68.2,51.4,42.8,18.5,6.7,14.2,1.1,41.1,93.1,105,-11.9,2239.1,67.8,5,17,1,0,0,0,1,4,88,-8.1,2,1.43,0.7,0.3,0.22,8,25,0.24,1.14
Southern Methodist,2016,American Athletic Conference,2,30,40,28.6,57.6,0.5,6.5,15.4,0.42,13.6,19.5,0.7,12.4,15.7,12.5,25.6,38.1,17.6,6.1,4.6,77.3,1,0.58,0.55,161.7,40.6,72.1,57.5,61.5,15.7,9.1,13.5,1.3,66.5,115.9,95.1,20.8,2000,66.7,2,21,0,0,1,0,2,1,105,13.9,9,1.62,1.4,0.5,0.24,25,5,0.83,-1.61
Temple,2016,American Athletic Conference,8,33,40.8,24.9,61.2,0.41,7.7,22.9,0.34,11.2,16.3,0.68,9.2,16.2,10.3,25.1,35.4,13.5,5.2,3.1,68.7,7,0.5,0.47,142.8,28.3,71.5,49.5,54.1,11.8,7.7,7.8,1.1,49.3,101,99.4,1.6,2244.5,66.8,6,16,0,0,0,0,0,0,89,1.1,0,1.54,1.5,0.6,0.18,21,12,0.64,-0.56
Tulane,2016,American Athletic Conference,10,34,40.9,23.6,59.4,0.4,6.4,21.1,0.3,12.4,18.3,0.68,13.2,19.1,11.6,24.4,36,10.9,6.4,3.9,65.9,10,0.48,0.45,137.4,31.1,70.4,50.1,46.4,16.3,9.1,9.7,1.1,41.9,94.2,100.9,-6.6,2377.5,68.4,7,16,0,0,0,0,1,2,100,-4.6,6,1.46,0.8,0.5,0.21,12,22,0.35,0.6
Tulsa,2016,American Athletic Conference,4,32,40.3,25.7,57.8,0.44,6.8,21,0.33,15.5,22.9,0.68,10.8,17.6,9.6,24.4,34,13.6,6.8,2.8,73.6,6,0.54,0.5,144.7,27.6,70.8,49.1,53,13.6,9.6,7.8,1.3,52.7,105.1,99.3,5.8,2241.7,69.5,9,9,0,0,0,0,2,0,98,4,2,1.53,1.3,0.6,0.27,20,12,0.63,-0.51
UCF,2016,American Athletic Conference,7,30,40.3,23.8,55.5,0.43,6.9,21.7,0.32,14.2,20.6,0.69,14.7,15.6,10.4,27.1,37.5,12.6,4.6,4.7,68.7,8,0.53,0.49,143.4,30.6,70.3,51.7,53,18.3,6.6,11.2,1.2,49.1,98.8,102.8,-4.1,2087.7,69,11,7,2,0,0,0,1,3,101,-2.8,1,1.53,0.9,0.3,0.26,12,18,0.4,0.4
Cincinnati,2017,American Athletic Conference,1,36,40.3,26.9,58.8,0.46,7.3,21.2,0.35,13.1,19.1,0.69,10,15.8,11.7,24.2,35.9,15.5,7.2,4.9,74.3,2,0.55,0.52,148.9,35.4,71.9,53.8,57.7,12.8,10.9,14.3,1.3,62.2,112.2,92.7,19.6,2383,65.7,4,15,0,0,0,0,2,2,119,12.9,0,1.58,1.6,0.7,0.22,30,6,0.83,-1.61
