Team,Season,League,#.x,GP,MPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,TOV,PF,ORB,DRB,RPG,APG,SPG,BPG,PPG,#.y,TS%,eFG%,Total S%,ORB%,DRB%,TRB%,AST%,TOV%,STL%,BLK%,PPS,FIC40,ORtg,DRtg,eDiff,Poss,Pace,#,Dbl Dbl,Tpl Dbl,40 Pts,20 Reb,20 Ast,5 Stl,5 Blk,High Game,MOV,Techs,HOB,Ast/TO,Stl/TO,FT/FGA,W's,L's,Win %,ln1divwmin1
Wofford,2016,Southern Conference,8,32,40.5,24.1,53.9,0.45,8.4,20.7,0.41,15.1,20.2,0.75,11.8,19,8.1,22.2,30.3,14.7,5.1,1.8,71.8,5,0.57,0.53,160.5,26.2,74.4,49.9,61,15.7,7.6,4.7,1.3,48.1,106.6,106.6,0,2153.2,66.5,10,2,0,0,0,0,0,0,99,0,2,1.61,1.2,0.4,0.28,15,17,0.47,0.12
Chattanooga,2017,Southern Conference,6,31,40.2,25.8,55.4,0.47,7.5,21.5,0.35,15.5,21.8,0.71,13.3,18.4,9.5,21.4,30.9,12.2,7.8,4.7,74.6,3,0.57,0.53,152.3,29.8,69,49.2,47.1,16.8,11.3,12.4,1.3,52.4,107.8,99.3,8.5,2146.2,69,3,13,0,0,0,0,1,6,107,5.9,0,1.47,0.9,0.6,0.28,19,12,0.61,-0.46
Citadel,2017,Southern Conference,1,33,40.5,29.7,71.5,0.42,12,35.3,0.34,18.4,24.3,0.76,14.3,22.3,13,23.2,36.2,17,9.3,2.6,89.8,8,0.54,0.5,151.3,29.8,65.7,45.8,57.2,14.7,11.1,5.9,1.3,60.1,106.8,112.5,-5.7,2774.6,83.1,4,13,0,0,0,0,6,0,146,-4.8,0,1.57,1.2,0.6,0.26,12,21,0.36,0.55
East Tennessee State,2017,Southern Conference,2,35,40.4,27.4,56.2,0.49,7.6,19.8,0.38,17.1,24.3,0.7,14.9,19.9,9.5,25.1,34.7,14.7,8.4,4.6,79.5,1,0.59,0.56,157.3,30.5,73.1,52.8,53.8,18,11.6,13.6,1.4,58.9,109.4,95.9,13.5,2542.5,71.9,9,6,0,1,0,0,3,1,115,9.8,0,1.54,1,0.6,0.3,27,8,0.77,-1.22
Furman,2017,Southern Conference,7,35,40.3,26.2,55.5,0.47,9.1,23.7,0.39,12.4,17.8,0.7,12.9,17.5,8.8,24.7,33.4,15,7,2.3,74,2,0.58,0.56,155.5,28.3,74.8,52.3,57.1,16.8,10.2,7.3,1.3,55.3,108.2,96.9,11.3,2393.4,67.9,5,12,0,0,0,0,1,0,102,7.7,0,1.57,1.2,0.5,0.22,23,12,0.66,-0.65
Mercer,2017,Southern Conference,8,32,40.5,24.6,55.4,0.44,7.6,21.8,0.35,14,17.9,0.78,11.5,17.1,10.6,24.4,35,13.5,4.2,2.3,70.8,6,0.55,0.51,157.5,33.9,72,53.7,54.9,15.2,6.5,7.5,1.3,50.8,109.2,105.2,4,2075.2,64.1,10,3,0,0,0,0,0,1,98,2.6,0,1.55,1.2,0.4,0.25,15,17,0.47,0.12
Samford,2017,Southern Conference,3,36,41.4,26.5,56.6,0.47,7.8,19.6,0.4,17.9,24.1,0.74,13.7,18.8,9.2,25.9,35,16.1,6.1,2.4,78.7,7,0.58,0.54,160.6,28.7,69.7,50.7,60.8,16.7,8.4,6.6,1.4,55.5,108.3,104.4,3.9,2616.7,70.3,1,28,0,1,0,0,2,0,127,2.8,0,1.61,1.2,0.4,0.32,20,16,0.56,-0.23
UNC Greensboro,2017,Southern Conference,5,35,40,27.1,58.4,0.46,8.8,23.1,0.38,12.2,17.2,0.71,13.5,18.2,10.9,23.1,34.1,15,7,3.8,75.1,4,0.56,0.54,155.2,34.5,70.6,52.9,55.4,16.8,10.2,10.9,1.3,56.3,108.8,100.3,8.4,2415.6,69,6,11,1,0,0,0,1,1,108,5.8,0,1.55,1.1,0.5,0.21,25,10,0.71,-0.92
Virginia Military,2017,Southern Conference,9,30,40,24.4,59.3,0.41,8.3,26.2,0.32,11.5,16.7,0.69,13.2,19.8,9.6,22.2,31.7,11.9,6.3,3.8,68.6,9,0.51,0.48,141.7,26.6,69.4,46.7,48.6,16.4,8.9,10.4,1.2,42.9,97,110.6,-13.6,2121.6,70.7,8,6,0,1,0,0,0,0,101,-9.6,0,1.49,0.9,0.5,0.19,6,24,0.2,1.38
Western Carolina,2017,Southern Conference,10,32,40,22.5,57.6,0.39,5.7,18.5,0.31,10.8,16.5,0.65,16.1,20.7,11.8,23.4,35.2,11.3,6.2,2.3,61.4,10,0.47,0.44,135.1,32,71.6,50.6,50.5,19.7,8.8,7.3,1.1,34.9,87.9,104.9,-17,2235.5,69.9,7,8,0,0,0,0,0,0,100,-11.9,0,1.51,0.7,0.4,0.19,9,23,0.28,0.93
Wofford,2017,Southern Conference,4,33,40.9,27.3,58.4,0.47,9.4,23.4,0.4,14.6,18.7,0.78,12.3,18.7,9.2,23.2,32.3,16.7,5.6,2.2,78.6,5,0.58,0.55,165.1,28.3,72.5,50.2,61.3,15.4,8,5.7,1.3,55.9,111.8,106.9,4.9,2319.2,68.7,2,14,0,0,0,0,1,0,131,3.5,0,1.61,1.4,0.5,0.25,16,17,0.49,0.06
Chattanooga,2018,Southern Conference,8,33,40.8,23.8,54.7,0.43,8.4,23.5,0.36,13.5,19,0.71,14,15.4,8.7,22.5,31.2,12.8,5,2.1,69.4,6,0.54,0.51,150,26.2,73.2,48.9,53.7,18,7.3,5.6,1.3,44.2,100.4,106.3,-5.9,2280.9,67.8,7,8,0,0,0,0,0,0,101,-4.1,0,1.54,0.9,0.4,0.25,10,23,0.3,0.83
Citadel,2018,Southern Conference,1,32,40.3,27.8,67.1,0.41,12.1,35.4,0.34,14.8,21,0.71,14.9,18.3,11,24.6,35.7,16.5,9.4,3.1,82.5,8,0.54,0.5,146,26.9,67.5,46,59.4,16.2,11.7,8.2,1.2,58.2,102.1,109,-7,2585.8,80.2,6,8,0,0,0,0,5,1,116,-5.6,0,1.59,1.1,0.6,0.22,11,21,0.34,0.64
East Tennessee State,2018,Southern Conference,6,34,40,27.2,57.6,0.47,7.2,20.9,0.34,13.5,19.1,0.71,13.4,18,9.6,26.1,35.8,14.7,7.8,4.3,75.2,3,0.56,0.54,152.6,30.1,73.6,52.9,54,16.7,11,12.7,1.3,58.5,106.6,93.5,13.1,2397.6,70.5,4,9,0,0,0,0,1,1,96,9.3,0,1.54,1.1,0.6,0.24,25,9,0.74,-1.02
Furman,2018,Southern Conference,2,33,40.2,28.5,60.8,0.47,10.2,28.8,0.36,12,16.9,0.71,11.6,16.1,9.2,24.9,34.1,15.9,8,2.2,79.4,2,0.58,0.55,153.8,27.4,72.8,50.4,55.8,14.4,11.3,6,1.3,61.6,111.4,96.2,15.3,2350.4,71,5,9,0,0,0,0,2,0,107,10.9,0,1.56,1.4,0.7,0.2,23,10,0.7,-0.84
Mercer,2018,Southern Conference,5,34,40.6,25.8,54.5,0.47,8.5,22,0.39,15.2,20,0.76,12.5,17.1,9.1,24.2,33.4,14.4,5.4,1.6,75.3,4,0.59,0.55,161.8,31.2,75.6,54.4,55.8,16.3,8,5.7,1.4,53.8,112.2,104,8.2,2282.2,66.2,3,11,0,0,0,0,2,0,110,5.5,0,1.56,1.2,0.4,0.28,19,15,0.56,-0.24
Samford,2018,Southern Conference,3,32,40,27.2,57.7,0.47,9,24.2,0.37,14.2,18.6,0.76,13.6,16.5,7.7,21.2,28.9,16.6,7.2,2.4,77.6,7,0.58,0.55,161,24.1,66.4,45.2,60.9,17,9.9,6.9,1.3,55.3,107.2,114,-6.7,2315.9,72.4,2,13,0,0,0,0,0,0,116,-4.9,0,1.61,1.2,0.5,0.25,10,22,0.31,0.79
UNC Greensboro,2018,Southern Conference,7,35,40.9,26.4,59.2,0.45,9.5,26.7,0.35,10.9,15.7,0.7,13.7,18.6,11.4,24.5,35.9,13.9,7.6,3.8,73.2,1,0.55,0.53,149.7,33.8,77.7,55.1,52.7,17.1,11.1,12.4,1.2,53.9,106.3,90.8,15.5,2410.7,67.4,1,13,0,0,0,0,1,4,98,10.7,0,1.53,1,0.6,0.19,27,8,0.77,-1.22
Virginia Military,2018,Southern Conference,10,30,40,22.9,57.6,0.4,7.5,23.5,0.32,11.8,15.9,0.74,14.8,18,8.7,24,32.7,11.9,7.4,2.9,65.1,10,0.5,0.46,145.8,24.5,70.4,46.9,51.7,18.5,10.4,8.7,1.1,41.1,91.8,104,-12.2,2129.3,71,10,4,0,0,0,0,0,0,90,-8.7,0,1.52,0.8,0.5,0.2,9,21,0.3,0.84
Western Carolina,2018,Southern Conference,9,32,40,24.2,58.9,0.41,7.3,22,0.33,12.8,18.7,0.68,14.9,17.5,11.2,22.3,33.6,13.3,7.9,2.9,68.4,9,0.51,0.47,142.7,30.3,68.7,48.2,55.2,18,11.1,8.9,1.2,45.7,95.7,105.7,-10,2288.3,71.5,8,8,0,0,0,0,2,0,108,-7.2,0,1.55,0.9,0.5,0.22,13,19,0.41,0.38
Wofford,2018,Southern Conference,4,34,40,26.5,56.1,0.47,10.5,25.4,0.41,12.3,15.8,0.78,12.2,17.2,7.6,23.7,31.3,15.4,6.5,2.6,75.8,5,0.6,0.57,166.4,25,75.8,50.9,57.9,16.1,9.4,8.3,1.4,56.8,110.9,103.4,7.4,2325.1,68.4,9,7,0,1,0,0,1,1,109,5.1,0,1.58,1.3,0.5,0.22,21,13,0.62,-0.48
Central Arkansas,2012,Southland Conference,5,29,40.7,27.1,65,0.42,5.2,16.9,0.31,11.6,20.9,0.56,15.3,20.3,13.6,21.6,35.1,14.7,8.1,3.2,71,11,0.48,0.46,127.9,33.3,64,47.2,54.2,17.1,10.6,7.3,1.1,43.9,92.8,106.9,-14.1,2218.4,75.2,8,10,1,0,0,0,1,1,107,-10.8,3,1.54,1,0.5,0.18,8,21,0.28,0.96
Lamar,2012,Southland Conference,3,35,40.1,25.8,59.6,0.43,4.4,13,0.34,17.6,24.4,0.72,12,17.2,13.1,24.5,37.6,12.8,8.1,4.4,73.5,3,0.52,0.47,149,37,70.8,53.8,49.7,14.6,11.6,10.4,1.2,55.6,105.1,93.7,11.3,2449.1,69.7,1,17,0,0,0,0,4,3,103,7.9,4,1.5,1.1,0.7,0.3,23,12,0.66,-0.65
McNeese State,2012,Southland Conference,7,33,40.2,24.4,57.7,0.42,5.2,16.3,0.32,12.9,19.2,0.67,12.3,17.7,11.5,22.7,34.2,10.5,6.7,3.6,66.9,6,0.51,0.47,141.7,32.9,70.4,50.9,43,15.7,9.9,9.9,1.2,44.5,98.8,97.8,1,2233.8,67.4,4,12,0,0,0,0,2,0,92,0.7,0,1.43,0.9,0.5,0.22,17,16,0.52,-0.06
Nicholls State,2012,Southland Conference,8,30,40.2,23.1,53.9,0.43,6.6,20.8,0.32,13.4,20,0.67,15.1,19.6,8.1,19.8,27.9,12.2,5.3,1.8,66.3,12,0.53,0.49,141.9,25.7,63.5,44.4,52.7,19.4,7.6,4.9,1.2,35.7,94.5,111,-16.6,2105.7,69.9,12,6,0,0,0,0,0,0,96,-11.6,1,1.53,0.8,0.4,0.25,10,20,0.33,0.69
Northwestern State,2012,Southland Conference,6,32,40.5,24.7,57.8,0.43,6,19.5,0.31,15.2,25,0.61,14.7,19.8,11.6,22.8,34.3,12.8,8.8,6.3,70.6,7,0.51,0.48,134.7,32.2,63.8,47.9,52.1,17.6,11.9,14.7,1.2,49.3,96.4,95.5,0.9,2343.6,72.4,2,16,8,0,0,0,1,12,100,0.6,4,1.52,0.9,0.6,0.26,16,16,0.5,0
Sam Houston State,2012,Southland Conference,11,32,40.2,20.5,49.4,0.42,4.7,15.7,0.3,12.9,21.5,0.6,15.4,18.4,9.5,23.6,33.1,12.8,5.8,2.3,58.6,9,0.5,0.46,131.1,29.7,71.4,50.9,62.1,20.8,8.8,6.7,1.2,36.7,89.2,92.4,-3.1,2101.3,65.4,9,10,0,0,1,0,1,0,83,-2.1,2,1.62,0.8,0.4,0.26,13,19,0.41,0.38
Southeastern Louisiana,2012,Southland Conference,10,29,40.7,21.7,52.7,0.41,4.4,14.7,0.3,12.1,20.6,0.59,15.4,17.6,10.8,23.8,34.6,11.1,6.2,3.6,59.9,8,0.49,0.45,130.3,31.9,71.2,51.4,51,19.9,9.2,9.2,1.1,37.4,88.9,91.8,-2.9,1954.8,66.3,3,13,1,0,0,0,4,1,99,-2,3,1.51,0.7,0.4,0.23,12,17,0.41,0.34
Stephen F. Austin,2012,Southland Conference,9,32,40.3,22.6,50.6,0.45,3.5,12.1,0.29,12.8,20.3,0.63,13.7,16.7,10.4,22.5,32.9,13.8,7.2,2.8,61.6,2,0.52,0.48,136.6,36.1,76.1,56.3,61.2,18.7,11.4,8.8,1.2,44.6,97.3,86,11.3,2024.3,62.8,10,9,1,0,0,0,0,3,93,7.2,1,1.61,1,0.5,0.25,20,12,0.63,-0.51
Texas-Arlington,2012,Southland Conference,1,33,40.2,25.5,57.1,0.45,6.9,19.6,0.35,18.9,26.9,0.7,16.1,19.2,12.1,25.3,37.4,13.4,7.8,3.7,76.9,1,0.56,0.51,150.4,36.1,71,54,52.5,18.9,10.7,11.1,1.3,54.1,104.5,91.9,12.6,2428.9,73.3,7,10,0,0,0,0,2,2,99,9.2,3,1.53,0.8,0.5,0.33,24,9,0.73,-0.98
Texas-San Antonio,2012,Southland Conference,4,32,40.8,24.8,55.4,0.45,8.5,21.5,0.4,15,20.2,0.74,13.8,17.4,8.4,22.2,30.7,13.5,8.2,3,73.1,4,0.57,0.52,158.5,27,66.9,47.6,54.6,17.7,11.6,9.4,1.3,50.3,103.6,96.1,7.6,2256.7,69.2,11,8,0,0,0,0,4,0,115,5.3,6,1.55,1,0.6,0.27,18,14,0.56,-0.25
Texas A&M-CC,2012,Southland Conference,12,30,40.3,20.9,52.8,0.4,4.7,15.3,0.31,12,20,0.6,15.2,19.7,9.7,22.1,31.8,11.6,5.7,3.7,58.5,10,0.48,0.44,130.3,28.4,67.6,47.6,55.3,19.8,8.5,10.1,1.1,33.3,86.6,100.2,-13.6,2026.5,67,6,11,0,0,0,0,0,2,82,-9.2,3,1.55,0.8,0.4,0.23,6,24,0.2,1.38
Texas State,2012,Southland Conference,2,30,40.3,26.5,61.4,0.43,8.2,22.7,0.36,15.2,21.2,0.71,14.7,20.9,10.6,22.7,33.2,14,8.3,3.2,76.4,5,0.54,0.5,150.6,29.6,66.2,47.5,52.8,17.2,10.9,7.7,1.2,49.9,100.7,98.6,2.2,2275.7,75.3,5,11,0,0,0,0,1,0,103,1.6,6,1.53,1,0.6,0.25,13,17,0.43,0.27
Central Arkansas,2013,Southland Conference,2,30,41,28.5,65.6,0.44,7.1,20.3,0.35,12.3,19.4,0.63,14.4,20.9,13.2,24.2,37.4,14.1,7.9,4,76.5,5,0.52,0.49,141.9,33,64.2,48.2,49.4,16.3,10.5,8.9,1.2,51.2,101.2,104.1,-2.9,2266.6,73.7,5,10,0,0,0,0,1,3,108,-2.2,0,1.49,1,0.5,0.19,13,17,0.43,0.27
Lamar,2013,Southland Conference,10,31,40.3,22.9,56.2,0.41,1.8,6.1,0.3,12.4,17.7,0.7,18.2,16.4,11.1,24.6,35.7,11.4,4.3,4.1,60.1,10,0.47,0.42,141.4,31.9,66.5,49.7,49.7,22.1,5.9,8.9,1.1,34.1,83.5,107.5,-24,2230.2,71.4,8,8,0,0,0,0,0,0,99,-17.3,0,1.5,0.6,0.2,0.22,3,28,0.1,2.22
McNeese State,2013,Southland Conference,5,31,41,24.9,59.6,0.42,5.2,15.6,0.33,11.4,17.7,0.64,12.1,17.2,11.7,22.5,34.2,12.3,7.8,4.8,66.3,6,0.49,0.46,139,31.8,64,47.6,49.3,15.2,11.4,11.8,1.1,46.6,96.9,102.5,-5.5,2119.8,66.8,3,12,0,0,0,0,0,1,98,-3.8,1,1.49,1,0.6,0.19,14,17,0.45,0.19
Nicholls State,2013,Southland Conference,4,30,40.5,23.8,54.2,0.44,5.3,17.4,0.31,14.5,21.7,0.67,13.8,18.8,9.9,20.7,30.6,12.6,6.3,2.2,67.3,8,0.53,0.49,141.2,29.2,65.7,46.8,52.9,17.8,9.2,5.4,1.2,41.4,97.9,106,-8.1,2063.5,67.9,4,11,0,0,0,0,0,0,93,-5.6,1,1.53,0.9,0.5,0.27,9,21,0.3,0.84
Northwestern State,2013,Southland Conference,1,32,40,28.7,62.7,0.46,5.9,18.8,0.31,16.6,24.2,0.69,14,19.3,13.3,24.9,38.2,15.3,9.6,4.7,80,2,0.55,0.51,145.8,35.6,64.7,50.3,53.2,16,12.8,10.6,1.3,61.7,106.9,95.4,11.4,2394.2,74.8,9,7,0,0,0,0,3,0,118,8.6,3,1.53,1.1,0.7,0.27,23,9,0.72,-0.94
Oral Roberts,2013,Southland Conference,3,35,40.3,25.4,55.2,0.46,4.7,13.3,0.35,15.4,20.9,0.74,13.8,16.5,11,23.4,34.4,12.6,6.2,3.8,71,3,0.55,0.5,155.3,35.7,68.8,53.1,49.6,17.7,9.2,9.2,1.3,50.5,104.9,98.9,6,2367.2,67.2,2,21,0,0,1,0,0,1,94,4.1,2,1.5,0.9,0.5,0.28,20,15,0.57,-0.29
Sam Houston State,2013,Southland Conference,7,34,40.6,21.8,56.4,0.39,6.6,19.9,0.33,13.6,20.8,0.66,13.2,21.1,12.5,23.7,36.2,13.9,7,2.3,63.8,4,0.49,0.44,137.2,34,73.4,52.4,63.8,16.7,10.6,6.7,1.1,42.7,95.5,91.6,3.9,2269.8,65.8,10,7,0,0,0,0,1,0,90,2.6,0,1.64,1.1,0.5,0.24,17,17,0.5,0
Southeastern Louisiana,2013,Southland Conference,8,31,40.2,22.3,54.4,0.41,5.9,16.5,0.36,13,19.6,0.66,12.9,19,8.9,23,31.9,9.8,4.7,3,63.4,7,0.5,0.46,142.9,26.2,69.5,47.6,43.9,17,7.1,7.6,1.2,36.4,94.1,101.2,-7.1,2088,67.1,6,9,0,0,0,0,0,0,91,-4.8,2,1.44,0.8,0.4,0.24,13,18,0.42,0.32
Stephen F. Austin,2013,Southland Conference,6,32,40,24.1,51.5,0.47,4.2,12.9,0.32,12.4,20.3,0.61,12.6,15.4,10.8,23.8,34.6,15.5,7.8,3.8,64.8,1,0.54,0.51,140.2,34.8,75.9,55.5,64.1,17.2,12.3,10.8,1.3,54,102.4,80.9,21.5,2026.9,63.3,1,22,2,0,0,0,5,5,84,13.6,0,1.64,1.2,0.6,0.24,27,5,0.84,-1.69
Texas A&M-CC,2013,Southland Conference,9,29,40,21.9,53.8,0.41,4.8,16,0.3,11.7,17.2,0.68,12.1,19.6,9.9,20.4,30.3,10.9,6.3,3.7,60.2,9,0.49,0.45,138.4,29.3,66,46.9,49.8,16.5,10,11.1,1.1,37.6,94.2,105.9,-11.7,1853.1,63.9,7,9,0,0,0,0,0,2,78,-7.4,2,1.5,0.9,0.5,0.22,6,23,0.21,1.34
Abilene Christian,2014,Southland Conference,8,31,40.5,23.8,53.7,0.44,7.8,19.3,0.4,16.1,21.5,0.75,14.6,20.7,9,22.2,31.2,13,7.1,2.3,71.4,7,0.57,0.52,159.4,29.1,69.9,49.7,54.5,18.8,10.4,6.5,1.3,45.7,103.4,104,-0.7,2141.6,68.3,13,4,1,0,0,0,2,1,124,-0.5,1,1.55,0.9,0.5,0.3,11,20,0.36,0.59
Central Arkansas,2014,Southland Conference,5,29,40.3,27.1,60.7,0.45,6.6,18,0.37,13.8,23,0.6,14.7,21.9,10.7,22.3,32.9,12.7,8.5,4.7,74.7,11,0.53,0.5,141.4,28.6,64.2,45.8,46.8,17.2,11.3,11,1.2,47.8,98.8,107.7,-8.9,2192.3,74.9,11,8,0,0,0,0,0,2,121,-6.7,2,1.47,0.9,0.6,0.23,8,21,0.28,0.96
Houston Baptist,2014,Southland Conference,13,31,40.3,23.8,55.9,0.43,5.1,14.7,0.34,14.8,21.8,0.68,15.6,21.3,10.8,24.1,34.9,12.4,5.1,2.2,67.5,13,0.52,0.47,145.1,30.6,67.5,49.1,52.2,19.3,7.1,5.2,1.2,39.3,94.7,107.5,-12.8,2208,70.7,14,3,0,0,0,0,0,0,107,-9.1,4,1.52,0.8,0.3,0.27,6,25,0.19,1.42
Incarnate Word,2014,Southland Conference,2,27,40.2,28.5,58.4,0.49,7.5,19.2,0.39,17.3,25.3,0.68,13.6,17.7,10.4,27.9,38.3,15.7,6.3,4.2,81.9,2,0.59,0.55,156.2,31.1,71.6,53,55.1,16.4,8.5,9.7,1.4,63.3,110.6,96.6,14,1998.4,73.7,5,13,0,0,0,0,1,1,106,10.4,0,1.55,1.2,0.5,0.3,21,6,0.78,-1.26
Lamar,2014,Southland Conference,14,30,40,23.7,54.3,0.44,3.2,10.5,0.31,16.1,21.6,0.74,14,18.5,8.8,21.7,30.5,12,5.3,2.9,66.7,14,0.52,0.47,148.8,27.1,66.6,46.9,50.8,18,7.6,7.1,1.2,40,95.4,110.5,-15.1,2098.1,69.9,9,8,0,0,0,0,1,0,89,-10.6,1,1.51,0.9,0.4,0.3,4,26,0.13,1.87
McNeese State,2014,Southland Conference,12,31,40.3,23.5,59.9,0.39,6.5,21.5,0.31,14.5,20.9,0.7,12.8,17.9,12.7,23.1,35.8,11.9,6.8,3.8,68.1,12,0.49,0.45,139.3,32.7,65.4,48.3,50.6,15.6,9.6,9.8,1.1,45.7,96.9,108.3,-11.3,2177.7,69.7,4,14,0,0,0,0,2,0,95,-8,2,1.51,0.9,0.5,0.24,11,20,0.36,0.59
New Orleans,2014,Southland Conference,6,26,40,23.7,55.2,0.43,5.2,15.5,0.34,18.9,27.8,0.68,16.8,21,12.5,23.6,36.1,12.2,6.6,3.2,71.5,10,0.53,0.48,144.9,34.8,68.3,51.2,51.4,20,9,7.9,1.3,44.6,98,104.8,-6.8,1896.6,72.9,3,14,0,0,0,0,1,1,101,-5,7,1.51,0.7,0.4,0.34,11,15,0.42,0.31
Nicholls State,2014,Southland Conference,11,29,40.3,24.4,55,0.44,6.1,20.1,0.31,13.5,21.3,0.63,12.1,23.6,9.4,21,30.4,13.2,5.8,2.9,68.5,9,0.53,0.5,138.3,28.1,70,48,54.2,15.9,8.5,8,1.2,42,100.5,107,-6.5,1975.6,67.5,12,4,0,0,0,0,1,0,88,-4.4,4,1.54,1.1,0.5,0.25,14,15,0.48,0.06
Northwestern State,2014,Southland Conference,1,31,40.6,30.9,65.7,0.47,5.7,17,0.33,19.2,25.9,0.74,13.5,20.5,12.2,24.7,36.9,16.5,8.7,5.3,86.6,4,0.56,0.51,154.4,32.2,63.8,48.2,53.5,14.9,11,12.2,1.3,64.1,109.1,105.5,3.5,2462.9,78.2,1,17,1,0,0,0,5,2,119,2.8,4,1.54,1.2,0.6,0.29,17,14,0.55,-0.2
Oral Roberts,2014,Southland Conference,7,33,40.3,25.2,54.7,0.46,4.8,13.5,0.35,16.3,22.6,0.72,11.4,19.5,10.3,23.6,33.9,12.1,5.2,4.5,71.4,5,0.55,0.5,153.2,32.6,70.7,52.2,47.9,15,7.8,11.4,1.3,50.1,107.1,103.9,3.2,2201.3,66.2,10,8,1,0,0,0,0,2,93,2.1,6,1.48,1.1,0.5,0.3,17,16,0.52,-0.06
Sam Houston State,2014,Southland Conference,4,35,40.6,25,54.1,0.46,7.1,18.2,0.39,18.5,27.7,0.67,12.8,21.3,11.2,22.6,33.8,15.8,6.7,3.5,75.6,3,0.57,0.53,152.2,33.8,70.1,51.7,63.1,16.2,9.8,9.5,1.4,54.6,110,101,9,2407.3,67.8,7,12,0,0,0,0,1,3,116,6.2,3,1.63,1.2,0.5,0.34,24,11,0.69,-0.78
Southeastern Louisiana,2014,Southland Conference,9,30,40.3,23.8,53.7,0.44,6.8,18.7,0.36,15.1,21.7,0.7,12.1,19.7,7.9,22.8,30.7,11.7,4.6,4.1,69.5,8,0.55,0.51,150.4,24.4,67.7,46.5,49.2,16.1,6.8,10.6,1.3,44.1,102.5,106.7,-4.3,2035.1,67.3,8,9,0,0,0,0,0,2,108,-2.9,6,1.49,1,0.4,0.28,12,18,0.4,0.4
Stephen F. Austin,2014,Southland Conference,3,35,40.3,26.3,56.9,0.46,7.1,20.5,0.35,16.3,22.9,0.71,11.4,20.9,12,20.4,32.4,16.4,7.3,3,76,1,0.57,0.53,152,37.6,72,53.8,62.3,14.5,11.1,8.6,1.3,56.6,113.9,95,18.9,2337,66.3,2,15,0,0,0,0,1,2,103,12.6,1,1.62,1.4,0.6,0.29,32,3,0.91,-2.37
Texas A&M-CC,2014,Southland Conference,10,34,40.1,24.6,51.9,0.47,4.4,11.9,0.37,15.5,23.4,0.66,12.3,20,10.5,21.8,32.3,12.5,6.6,2.9,69.1,6,0.56,0.52,150.3,34.4,68.2,51.7,50.8,16.5,10.2,8.5,1.3,47.8,106.7,105,1.7,2201.5,64.5,6,12,0,0,0,0,2,1,101,1.1,0,1.51,1,0.5,0.3,18,16,0.53,-0.12
Abilene Christian,2015,Southland Conference,13,31,40,22.4,54.3,0.41,7.5,19.7,0.38,11.4,15.7,0.73,12.9,21.3,8.2,19.5,27.7,12.7,6.5,1.2,63.7,11,0.52,0.48,152,24.5,66.9,44.2,56.7,17.2,9.8,3.6,1.2,36.9,95.9,106.1,-10.2,2060.7,66.5,13,3,0,0,0,0,0,0,101,-6.8,3,1.57,1,0.5,0.21,10,21,0.32,0.74
Central Arkansas,2015,Southland Conference,11,29,40,22.3,52.6,0.42,6.8,19.2,0.35,14,20.7,0.68,18.2,20.8,8.8,21.4,30.2,12.4,6.3,3.9,65.3,13,0.52,0.49,145.4,27.4,63.9,46,55.9,22.6,8.7,9.4,1.2,37.1,91,114.5,-23.5,2082.2,71.8,12,3,0,0,0,0,1,0,108,-16.9,0,1.56,0.7,0.3,0.27,2,27,0.07,2.59
Houston Baptist,2015,Southland Conference,5,28,40.2,26,57,0.46,4.6,14.2,0.32,15.8,21.8,0.73,15.3,20.9,12.6,24.5,37.1,12.4,5.9,4.1,72.4,7,0.54,0.5,150.4,37.8,70.3,54.4,47.8,18.7,8.5,10.6,1.3,48.9,103.5,105.3,-1.8,1959.1,69.6,11,6,0,0,0,0,0,3,99,-1.2,1,1.48,0.8,0.4,0.28,12,16,0.43,0.28
Incarnate Word,2015,Southland Conference,2,29,41,26.7,56.8,0.47,7,19,0.37,18.9,25.8,0.73,11.3,18.5,8.9,23.7,32.6,13.2,7.9,4.4,79.2,3,0.58,0.53,157.4,26.7,68.7,48.1,49.4,14.3,11,10.5,1.4,57,110.4,104.8,5.7,2080.9,69.9,5,14,0,0,0,0,5,2,110,4.1,7,1.49,1.2,0.7,0.33,18,11,0.62,-0.5
Lamar,2015,Southland Conference,6,30,40.2,25,55.3,0.45,5.6,17.7,0.32,15.9,23.4,0.68,15.5,20.8,12.1,22.5,34.6,13.1,7.5,3.8,71.5,6,0.55,0.5,145,35.7,69.4,52.2,52.3,19.1,10.7,11,1.3,48.6,102.6,102,0.7,2091,69.4,2,17,2,0,0,0,4,2,128,0.5,2,1.52,0.8,0.5,0.29,15,15,0.5,0
McNeese State,2015,Southland Conference,8,31,40.3,25.5,60.4,0.42,6.2,20,0.31,12.2,18.7,0.65,10.7,17,12.8,22,34.8,13.2,7.2,4.7,69.5,8,0.51,0.47,138.5,34.1,65.7,49,51.6,13.5,10.7,12.6,1.2,51.8,103.4,106.1,-2.7,2082.5,66.6,1,36,2,0,0,0,7,3,90,-1.8,1,1.52,1.2,0.7,0.2,15,16,0.48,0.06
