Home,HomeScore,RoadScore,Road,HomeOdds,DrawOdds,RoadOdds,Playoffs,Season,Date
New York Red Bulls,1,0,Atlanta United FC,2.74,3.56,2.75,0,2019,5/19/2019
New York Red Bulls,2,2,Vancouver Whitecaps,1.67,4.46,6.5,0,2019,5/22/2019
Orlando City,0,1,Los Angeles Galaxy,1.78,4.2,4.5,0,2019,5/24/2019
Real Salt Lake,2,1,Atlanta United FC,2.72,3.59,2.9,0,2019,5/24/2019
Los Angeles FC,4,2,Montreal Impact,1.42,5.44,8.96,0,2019,5/24/2019
FC Cincinnati,0,2,New York Red Bulls,2.59,3.52,2.93,0,2019,5/25/2019
Minnesota United,1,0,Dynamo Houston,2.13,3.71,3.58,0,2019,5/25/2019
New England Revolution,1,1,DC United,2.15,3.66,3.52,0,2019,5/25/2019
Philadelphia Union,1,3,Portland Timbers,1.78,4.05,5,0,2019,5/25/2019
Vancouver Whitecaps,2,1,FC Dallas,2.05,3.78,3.89,0,2019,5/25/2019
Colorado Rapids,3,2,Columbus Crew,2.32,3.56,3.2,0,2019,5/25/2019
Chicago Fire,1,1,New York City,2.45,3.65,3.15,0,2019,5/25/2019
Toronto FC,1,2,San Jose Earthquakes,1.92,4.23,4.96,0,2019,5/26/2019
Sporting Kansas City,3,2,Seattle Sounders,2.11,3.81,3.85,0,2019,5/26/2019
Sporting Kansas City,0,2,Los Angeles Galaxy,1.79,4.23,4.33,0,2019,5/29/2019
Montreal Impact,2,1,Real Salt Lake,1.86,3.85,4.5,0,2019,5/29/2019
Atlanta United FC,3,0,Minnesota United,1.53,4.5,7,0,2019,5/29/2019
DC United,3,3,Chicago Fire,2.59,3.6,3.5,0,2019,5/29/2019
Vancouver Whitecaps,1,1,Toronto FC,2.81,3.57,2.55,0,2019,5/31/2019
DC United,1,1,San Jose Earthquakes,1.97,3.85,3.9,0,2019,6/1/2019
Dynamo Houston,1,1,Sporting Kansas City,2.12,4.1,4.85,0,2019,6/1/2019
Atlanta United FC,2,0,Chicago Fire,1.75,4.1,5.43,0,2019,6/1/2019
FC Dallas,2,1,Seattle Sounders,2.36,3.54,3.6,0,2019,6/1/2019
Columbus Crew,2,2,New York City,2.86,3.5,2.89,0,2019,6/1/2019
Portland Timbers,2,3,Los Angeles FC,3.04,3.85,2.35,0,2019,6/1/2019
Colorado Rapids,3,1,FC Cincinnati,1.73,4.25,5.5,0,2019,6/1/2019
New York Red Bulls,4,0,Real Salt Lake,1.79,4.15,5.24,0,2019,6/1/2019
Montreal Impact,0,3,Orlando City,2.07,3.6,4.2,0,2019,6/1/2019
Los Angeles Galaxy,1,2,New England Revolution,1.5,4.88,6.58,0,2019,6/2/2019
Minnesota United,2,3,Philadelphia Union,2.43,3.53,3.21,0,2019,6/2/2019
Montreal Impact,2,1,Seattle Sounders,2.38,3.4,3.75,0,2019,6/5/2019
New York City,5,2,FC Cincinnati,1.38,5.06,9.2,0,2019,6/6/2019
Toronto FC,2,2,Sporting Kansas City,2.15,3.8,3.39,0,2019,6/7/2019
Colorado Rapids,1,0,Minnesota United,2.17,3.79,3.38,0,2019,6/8/2019
Philadelphia Union,3,2,New York Red Bulls,2.13,3.9,3.9,0,2019,6/8/2019
San Jose Earthquakes,2,2,FC Dallas,1.92,3.98,3.9,0,2019,6/8/2019
FC Cincinnati,0,2,Los Angeles Galaxy,3.01,3.7,2.56,0,2019,6/22/2019
Chicago Fire,1,1,Real Salt Lake,1.75,4.1,5.46,0,2019,6/22/2019
Vancouver Whitecaps,2,2,Colorado Rapids,2.16,3.75,3.6,0,2019,6/22/2019
FC Dallas,3,0,Toronto FC,2.08,3.8,3.8,0,2019,6/22/2019
Portland Timbers,4,0,Dynamo Houston,1.82,4.37,5.17,0,2019,6/22/2019
Columbus Crew,0,1,Sporting Kansas City,2.82,3.5,2.7,0,2019,6/23/2019
DC United,1,0,Orlando City,2.21,3.7,3.65,0,2019,6/26/2019
New England Revolution,1,1,Philadelphia Union,2.63,3.86,3.03,0,2019,6/26/2019
San Jose Earthquakes,2,0,Dynamo Houston,1.95,4.1,4.05,0,2019,6/26/2019
Montreal Impact,2,1,Portland Timbers,2.43,4.3,5.5,0,2019,6/26/2019
FC Dallas,2,2,Vancouver Whitecaps,1.62,4.23,5.95,0,2019,6/26/2019
Toronto FC,3,2,Atlanta United FC,2.5,3.53,2.97,0,2019,6/26/2019
Colorado Rapids,1,0,Los Angeles FC,4.6,4.33,1.74,0,2019,6/28/2019
New York Red Bulls,3,1,Chicago Fire,2.17,3.71,3.95,0,2019,6/28/2019
Columbus Crew,0,2,Orlando City,2.31,3.48,3.26,0,2019,6/29/2019
Seattle Sounders,1,0,Vancouver Whitecaps,1.93,3.85,5.37,0,2019,6/29/2019
DC United,1,1,Toronto FC,2.18,3.84,3.44,0,2019,6/29/2019
Real Salt Lake,2,0,Sporting Kansas City,2.3,3.7,3.17,0,2019,6/29/2019
Atlanta United FC,2,1,Montreal Impact,1.57,4.2,6.5,0,2019,6/29/2019
New England Revolution,2,1,Dynamo Houston,1.98,4.3,4.75,0,2019,6/29/2019
San Jose Earthquakes,3,0,Los Angeles Galaxy,1.96,4.16,3.86,0,2019,6/29/2019
New York City,4,2,Philadelphia Union,2.11,3.82,3.63,0,2019,6/29/2019
Minnesota United,7,1,FC Cincinnati,1.38,5.33,8.5,0,2019,6/29/2019
Portland Timbers,1,0,FC Dallas,1.68,4.5,5.25,0,2019,6/30/2019
Real Salt Lake,1,0,Columbus Crew,1.73,4.22,6,0,2019,7/3/2019
Orlando City,1,3,Philadelphia Union,2.19,3.9,3.5,0,2019,7/3/2019
Sporting Kansas City,1,5,Los Angeles FC,3.15,3.84,2.3,0,2019,7/3/2019
New York City,3,0,Seattle Sounders,1.58,4.67,7.7,0,2019,7/3/2019
Minnesota United,3,1,San Jose Earthquakes,1.83,4.35,4.7,0,2019,7/3/2019
Dynamo Houston,4,0,New York Red Bulls,1.97,4.23,4.5,0,2019,7/3/2019
Chicago Fire,5,1,Atlanta United FC,2.08,3.89,4.1,0,2019,7/3/2019
Colorado Rapids,1,2,New England Revolution,2.11,3.88,3.52,0,2019,7/4/2019
FC Dallas,2,0,DC United,1.83,3.9,4.4,0,2019,7/4/2019
Los Angeles Galaxy,2,0,Toronto FC,2,4.15,3.64,0,2019,7/4/2019
Sporting Kansas City,1,0,Chicago Fire,2.33,3.72,3.05,0,2019,7/6/2019
San Jose Earthquakes,1,0,Real Salt Lake,1.71,4.8,5.5,0,2019,7/6/2019
Columbus Crew,1,2,Seattle Sounders,2.37,3.4,3.25,0,2019,7/6/2019
Montreal Impact,2,3,Minnesota United,2.16,3.77,4.07,0,2019,7/6/2019
FC Cincinnati,3,2,Dynamo Houston,3.45,3.7,2.22,0,2019,7/6/2019
Los Angeles FC,6,1,Vancouver Whitecaps,1.19,7.85,17,0,2019,7/6/2019
New York City,0,1,Portland Timbers,2,4.3,4.2,0,2019,7/7/2019
Atlanta United FC,3,3,New York Red Bulls,1.52,4.6,6.5,0,2019,7/7/2019
Philadelphia Union,2,2,Orlando City,1.7,5.44,7.5,0,2019,7/7/2019
Dynamo Houston,1,3,Los Angeles FC,2.3,4.16,3.07,0,2019,7/12/2019
Los Angeles Galaxy,1,3,San Jose Earthquakes,2.16,4.06,3.2,0,2019,7/12/2019
DC United,2,2,New England Revolution,2.38,3.65,3.06,0,2019,7/12/2019
Montreal Impact,0,2,Toronto FC,2.88,3.56,2.74,0,2019,7/13/2019
Vancouver Whitecaps,0,3,Sporting Kansas City,3.5,3.7,2.17,0,2019,7/13/2019
Orlando City,1,0,Columbus Crew,2.42,3.77,4.05,0,2019,7/13/2019
Minnesota United,1,0,FC Dallas,1.91,3.95,4.23,0,2019,7/13/2019
Chicago Fire,1,2,FC Cincinnati,1.4,5.58,8.39,0,2019,7/13/2019
Portland Timbers,2,2,Colorado Rapids,1.46,5.2,7.78,0,2019,7/13/2019
Real Salt Lake,4,0,Philadelphia Union,2.46,3.68,2.91,0,2019,7/13/2019
New York Red Bulls,2,1,New York City,2.46,3.77,3,0,2019,7/14/2019
Seattle Sounders,2,1,Atlanta United FC,2.12,3.65,3.57,0,2019,7/14/2019
Chicago Fire,2,2,Columbus Crew,1.69,4.4,5.7,0,2019,7/17/2019
Toronto FC,3,1,New York Red Bulls,1.85,4.18,4.25,0,2019,7/17/2019
New England Revolution,4,0,Vancouver Whitecaps,1.37,5.8,9.5,0,2019,7/17/2019
Atlanta United FC,5,0,Dynamo Houston,1.71,4.3,5.47,0,2019,7/17/2019
Portland Timbers,1,1,Orlando City,1.57,6,8.9,0,2019,7/18/2019
FC Cincinnati,1,4,DC United,2.55,3.71,2.96,0,2019,7/18/2019
Los Angeles Galaxy,3,2,Los Angeles FC,5.2,4.82,1.6,0,2019,7/19/2019
Sporting Kansas City,0,2,FC Dallas,1.93,3.9,4.52,0,2019,7/20/2019
Real Salt Lake,1,1,Minnesota United,2.01,3.92,3.88,0,2019,7/20/2019
Colorado Rapids,1,2,New York City,2.65,3.76,2.65,0,2019,7/20/2019
Toronto FC,1,3,Dynamo Houston,1.86,4.39,5.2,0,2019,7/20/2019
Vancouver Whitecaps,1,3,San Jose Earthquakes,3.54,3.98,2.14,0,2019,7/20/2019
Philadelphia Union,2,0,Chicago Fire,1.93,4.2,4.1,0,2019,7/20/2019
Columbus Crew,2,1,Montreal Impact,2.14,3.59,3.97,0,2019,7/20/2019
Orlando City,0,1,New York Red Bulls,2.46,3.67,3.15,0,2019,7/21/2019
FC Cincinnati,0,2,New England Revolution,3.16,3.8,2.25,0,2019,7/21/2019
Seattle Sounders,1,2,Portland Timbers,1.88,4.02,4.2,0,2019,7/21/2019
Atlanta United FC,2,0,DC United,1.5,5.45,7.1,0,2019,7/21/2019
New York City,3,1,Sporting Kansas City,1.83,4.2,4.93,0,2019,7/26/2019
Los Angeles FC,4,3,Atlanta United FC,1.51,5.3,7,0,2019,7/26/2019
Chicago Fire,0,0,DC United,1.77,4.2,4.5,0,2019,7/27/2019
FC Dallas,0,0,Real Salt Lake,1.84,3.9,4.74,0,2019,7/27/2019
Minnesota United,0,0,Vancouver Whitecaps,1.33,5.75,10,0,2019,7/27/2019
Dynamo Houston,0,1,Seattle Sounders,2.3,3.8,3.53,0,2019,7/27/2019
Toronto FC,2,1,FC Cincinnati,1.29,6.4,11,0,2019,7/27/2019
New York Red Bulls,2,3,Columbus Crew,1.7,4.2,5.27,0,2019,7/27/2019
San Jose Earthquakes,3,1,Colorado Rapids,1.38,5.95,9.3,0,2019,7/27/2019
Montreal Impact,4,0,Philadelphia Union,2.52,3.65,2.93,0,2019,7/27/2019
Portland Timbers,4,0,Los Angeles Galaxy,1.79,4.3,4.64,0,2019,7/27/2019
New England Revolution,4,1,Orlando City,1.64,4.35,5.5,0,2019,7/27/2019
Dynamo Houston,0,1,Chicago Fire,2.3,3.78,3.07,0,2019,8/3/2019
New England Revolution,0,2,Los Angeles FC,2.88,4.15,2.3,0,2019,8/3/2019
San Jose Earthquakes,1,1,Columbus Crew,1.59,4.45,6.15,0,2019,8/3/2019
FC Cincinnati,1,2,Vancouver Whitecaps,1.83,3.93,4.55,0,2019,8/3/2019
New York Red Bulls,2,0,Toronto FC,2.28,3.87,3.68,0,2019,8/3/2019
Orlando City,2,0,FC Dallas,2.37,3.65,3.13,0,2019,8/3/2019
Atlanta United FC,3,0,Los Angeles Galaxy,1.34,5.85,9,0,2019,8/3/2019
Real Salt Lake,3,1,New York City,2.32,3.6,3.15,0,2019,8/3/2019
Colorado Rapids,6,3,Montreal Impact,2.37,3.62,3.13,0,2019,8/3/2019
DC United,1,5,Philadelphia Union,2.61,3.7,2.75,0,2019,8/4/2019
Seattle Sounders,2,3,Sporting Kansas City,2.1,3.8,3.54,0,2019,8/4/2019
Minnesota United,1,0,Portland Timbers,2.2,3.92,3.28,0,2019,8/4/2019
New York City,3,2,Dynamo Houston,1.57,4.65,6.4,0,2019,8/8/2019
Toronto FC,1,1,Orlando City,1.54,4.8,6.05,0,2019,8/10/2019
Sporting Kansas City,1,2,Real Salt Lake,1.72,4.16,5,0,2019,8/10/2019
Colorado Rapids,2,1,San Jose Earthquakes,2.93,3.9,2.53,0,2019,8/10/2019
Columbus Crew,2,2,FC Cincinnati,1.6,4.19,6,0,2019,8/10/2019
Portland Timbers,3,1,Vancouver Whitecaps,1.37,5.81,9.41,0,2019,8/10/2019
Chicago Fire,3,2,Montreal Impact,1.67,4.2,5.4,0,2019,8/10/2019
Seattle Sounders,3,3,New England Revolution,1.86,4.27,4,0,2019,8/10/2019
FC Dallas,5,3,Minnesota United,1.81,4.2,5.2,0,2019,8/10/2019
Philadelphia Union,2,1,Dynamo Houston,1.69,4.33,5.22,0,2019,8/11/2019
DC United,2,1,Los Angeles Galaxy,2.9,3.9,2.73,0,2019,8/11/2019
Los Angeles FC,4,2,New York Red Bulls,1.43,5.5,8,0,2019,8/11/2019
Atlanta United FC,2,1,New York City,1.82,4.2,4.46,0,2019,8/11/2019
Orlando City,1,0,Sporting Kansas City,2.68,3.64,3,0,2019,8/14/2019
Minnesota United,1,0,Colorado Rapids,1.58,4.65,5.85,0,2019,8/14/2019
Los Angeles Galaxy,2,0,FC Dallas,2.16,3.9,3.5,0,2019,8/14/2019
Real Salt Lake,3,0,Seattle Sounders,1.96,3.9,4.1,0,2019,8/14/2019
Portland Timbers,3,2,Chicago Fire,1.73,4.2,4.78,0,2019,8/14/2019
Real Salt Lake,0,2,Los Angeles FC,3.4,3.88,2.29,0,2019,8/17/2019
Vancouver Whitecaps,1,0,DC United,2.6,3.69,2.8,0,2019,8/17/2019
New York Red Bulls,1,1,New England Revolution,1.91,4.1,3.9,0,2019,8/17/2019
Minnesota United,1,1,Orlando City,1.62,4.47,6,0,2019,8/17/2019
FC Cincinnati,1,4,New York City,3.95,4.05,1.94,0,2019,8/17/2019
Chicago Fire,2,0,Philadelphia Union,2.13,3.92,3.6,0,2019,8/17/2019
Sporting Kansas City,2,1,San Jose Earthquakes,2.13,3.9,3.45,0,2019,8/17/2019
Columbus Crew,2,2,Toronto FC,2.41,3.74,3.01,0,2019,8/17/2019
Dynamo Houston,2,2,Colorado Rapids,1.61,4.5,5.95,0,2019,8/17/2019
Los Angeles Galaxy,2,2,Seattle Sounders,2.06,3.96,3.45,0,2019,8/17/2019
Montreal Impact,3,3,FC Dallas,2.08,3.7,3.6,0,2019,8/17/2019
Portland Timbers,0,2,Atlanta United FC,2.28,4.1,3.05,0,2019,8/18/2019
New York City,1,0,Columbus Crew,1.57,4.44,6.1,0,2019,8/21/2019
DC United,1,2,New York Red Bulls,2.91,3.71,2.51,0,2019,8/21/2019
Los Angeles FC,4,0,San Jose Earthquakes,1.45,5.57,6.75,0,2019,8/21/2019
Sporting Kansas City,1,0,Minnesota United,1.82,4.12,4.2,0,2019,8/22/2019
Orlando City,0,1,Atlanta United FC,3.8,4.16,2,0,2019,8/23/2019
Portland Timbers,1,2,Seattle Sounders,2.16,3.8,3.5,0,2019,8/23/2019
Real Salt Lake,2,0,Colorado Rapids,1.71,4.15,5.2,0,2019,8/24/2019
New York City,2,1,New York Red Bulls,2.09,3.9,3.55,0,2019,8/24/2019
New England Revolution,2,1,Chicago Fire,2.04,4.07,3.67,0,2019,8/24/2019
Toronto FC,2,1,Montreal Impact,1.68,4.35,5.4,0,2019,8/24/2019
Philadelphia Union,3,1,DC United,1.55,4.9,6.5,0,2019,8/24/2019
San Jose Earthquakes,3,1,Vancouver Whitecaps,1.29,6.8,12,0,2019,8/24/2019
FC Cincinnati,1,3,Columbus Crew,3.2,3.74,2.23,0,2019,8/25/2019
Los Angeles FC,3,3,Los Angeles Galaxy,1.39,5.99,7.7,0,2019,8/25/2019
FC Dallas,5,1,Dynamo Houston,1.84,3.9,4.33,0,2019,8/25/2019
Montreal Impact,2,1,Vancouver Whitecaps,1.45,4.9,7.4,0,2019,8/28/2019
New York Red Bulls,0,2,Colorado Rapids,1.33,6,9.5,0,2019,8/31/2019
Montreal Impact,0,3,DC United,1.84,3.88,4.6,0,2019,8/31/2019
Sporting Kansas City,1,0,Dynamo Houston,1.63,4.53,5.4,0,2019,8/31/2019
Portland Timbers,1,0,Real Salt Lake,1.75,4.35,4.75,0,2019,8/31/2019
Columbus Crew,1,1,Chicago Fire,2.56,3.66,2.8,0,2019,8/31/2019
New England Revolution,1,1,Toronto FC,2.25,4.1,3.3,0,2019,8/31/2019
Vancouver Whitecaps,1,3,New York City,4.5,4.4,1.72,0,2019,8/31/2019
San Jose Earthquakes,3,0,Orlando City,1.41,5.5,7.5,0,2019,8/31/2019
Philadelphia Union,3,1,Atlanta United FC,2.4,3.76,3.01,0,2019,8/31/2019
FC Dallas,3,1,FC Cincinnati,1.54,5,7.15,0,2019,8/31/2019
Los Angeles FC,0,2,Minnesota United,1.4,6.02,8.5,0,2019,9/1/2019
Seattle Sounders,4,3,Los Angeles Galaxy,1.8,4.25,4.3,0,2019,9/1/2019
FC Cincinnati,1,5,Toronto FC,4.6,4.67,2,0,2019,9/7/2019
Colorado Rapids,2,0,Seattle Sounders,2.3,3.92,3.65,0,2019,9/7/2019
New York City,2,1,New England Revolution,1.8,4.54,5,0,2019,9/7/2019
Portland Timbers,2,1,Sporting Kansas City,1.83,4.06,4.21,0,2019,9/7/2019
Orlando City,2,2,Los Angeles FC,3.75,4.05,2.19,0,2019,9/7/2019
Real Salt Lake,1,0,San Jose Earthquakes,2.88,3.76,3,0,2019,9/11/2019
New York City,1,1,Toronto FC,2.27,4.15,3.11,0,2019,9/11/2019
Dynamo Houston,2,0,Minnesota United,2.52,3.8,2.8,0,2019,9/11/2019
Colorado Rapids,2,1,Los Angeles Galaxy,2.29,4.2,2.92,0,2019,9/11/2019
Montreal Impact,0,1,FC Cincinnati,1.57,4.55,6,0,2019,9/14/2019
Philadelphia Union,1,1,Los Angeles FC,2.88,4.24,2.34,0,2019,9/14/2019
Atlanta United FC,1,3,Columbus Crew,1.45,5.17,7.25,0,2019,9/14/2019
New York City,2,1,San Jose Earthquakes,2.04,3.9,3.75,0,2019,9/14/2019
Vancouver Whitecaps,2,1,Dynamo Houston,2.69,3.95,2.57,0,2019,9/14/2019
Orlando City,3,3,New England Revolution,2.08,3.96,3.45,0,2019,9/14/2019
Chicago Fire,4,0,FC Dallas,1.8,4.1,4.6,0,2019,9/14/2019
Seattle Sounders,4,2,New York Red Bulls,1.94,4.1,3.8,0,2019,9/15/2019
Los Angeles Galaxy,7,2,Sporting Kansas City,2.29,4.15,3.24,0,2019,9/15/2019
Portland Timbers,0,1,DC United,1.69,4.35,5.3,0,2019,9/15/2019
Toronto FC,3,2,Colorado Rapids,1.43,5.75,8.25,0,2019,9/15/2019
Minnesota United,3,1,Real Salt Lake,1.84,4.14,4.3,0,2019,9/15/2019
Seattle Sounders,0,0,FC Dallas,1.75,4.23,4.7,0,2019,9/18/2019
FC Cincinnati,0,2,Atlanta United FC,5.2,4.82,1.64,0,2019,9/18/2019
Portland Timbers,0,2,New York Red Bulls,1.96,4.1,3.71,0,2019,9/18/2019
FC Cincinnati,0,0,Chicago Fire,4.7,4.4,1.75,0,2019,9/21/2019
New England Revolution,0,0,Real Salt Lake,1.88,4.7,5.6,0,2019,9/21/2019
Vancouver Whitecaps,1,1,Columbus Crew,3.9,4.14,1.96,0,2019,9/21/2019
Los Angeles FC,1,1,Toronto FC,1.46,5.5,6.69,0,2019,9/21/2019
Dynamo Houston,2,1,Orlando City,1.92,4.12,3.9,0,2019,9/21/2019
Los Angeles Galaxy,2,1,Montreal Impact,1.54,4.84,5.8,0,2019,9/21/2019
Sporting Kansas City,2,3,Colorado Rapids,1.5,5.32,7.1,0,2019,9/21/2019
Atlanta United FC,3,1,San Jose Earthquakes,1.87,4.3,4.25,0,2019,9/21/2019
FC Dallas,1,1,New York City,2,3.95,3.66,0,2019,9/22/2019
New York Red Bulls,2,0,Philadelphia Union,2.02,4,3.65,0,2019,9/22/2019
DC United,2,0,Seattle Sounders,2.46,3.74,3.05,0,2019,9/22/2019
Portland Timbers,0,0,Minnesota United,2.07,3.92,3.55,0,2019,9/22/2019
Real Salt Lake,1,2,Los Angeles Galaxy,1.91,4.18,3.9,0,2019,9/25/2019
San Jose Earthquakes,1,2,Philadelphia Union,1.76,4.4,4.33,0,2019,9/25/2019
Minnesota United,2,1,Sporting Kansas City,1.86,4.24,4.7,0,2019,9/25/2019
Portland Timbers,2,2,New England Revolution,1.61,4.9,5.4,0,2019,9/25/2019
Los Angeles FC,3,1,Dynamo Houston,1.25,7,10.75,0,2019,9/25/2019
New York City,4,1,Atlanta United FC,2.2,3.9,4.1,0,2019,9/25/2019
New York Red Bulls,0,0,DC United,1.55,4.55,6.6,0,2019,9/29/2019
San Jose Earthquakes,0,1,Seattle Sounders,1.69,4.3,4.7,0,2019,9/29/2019
FC Cincinnati,1,1,Orlando City,2.7,3.7,2.57,0,2019,9/29/2019
Montreal Impact,1,1,Atlanta United FC,2.38,3.85,2.92,0,2019,9/29/2019
Minnesota United,1,1,Los Angeles FC,2.78,3.96,2.39,0,2019,9/29/2019
Columbus Crew,2,0,Philadelphia Union,2.36,3.75,2.9,0,2019,9/29/2019
New England Revolution,2,0,New York City,2.05,4.2,3.48,0,2019,9/29/2019
Real Salt Lake,2,1,Dynamo Houston,1.61,4.31,5.7,0,2019,9/29/2019
Chicago Fire,2,2,Toronto FC,1.88,4.1,4.1,0,2019,9/29/2019
Sporting Kansas City,2,2,Portland Timbers,2.23,4.05,3.35,0,2019,9/29/2019
Colorado Rapids,3,0,FC Dallas,2.35,3.8,3.22,0,2019,9/29/2019
Los Angeles Galaxy,3,4,Vancouver Whitecaps,1.24,7.2,12,0,2019,9/29/2019
DC United,0,0,FC Cincinnati,1.67,4.35,6.5,0,2019,10/6/2019
Vancouver Whitecaps,0,1,Real Salt Lake,3.15,3.9,2.19,0,2019,10/6/2019
Seattle Sounders,1,0,Minnesota United,1.99,4.1,3.9,0,2019,10/6/2019
Toronto FC,1,0,Columbus Crew,1.62,4.47,5.75,0,2019,10/6/2019
Philadelphia Union,1,2,New York City,2.06,4.25,3.65,0,2019,10/6/2019
Orlando City,2,5,Chicago Fire,2.71,4.1,2.55,0,2019,10/6/2019
Montreal Impact,3,0,New York Red Bulls,3.05,4,2.21,0,2019,10/6/2019
Atlanta United FC,3,1,New England Revolution,1.5,5.73,7.3,0,2019,10/6/2019
Los Angeles FC,3,1,Colorado Rapids,1.35,6.5,9,0,2019,10/6/2019
Portland Timbers,3,1,San Jose Earthquakes,2.38,3.98,2.9,0,2019,10/6/2019
Dynamo Houston,4,2,Los Angeles Galaxy,2.44,4.15,2.76,0,2019,10/6/2019
FC Dallas,6,0,Sporting Kansas City,1.55,4.9,6.45,0,2019,10/6/2019
Atlanta United FC,1,0,New England Revolution,1.5,5.2,6.6,1,2019,10/19/2019
Real Salt Lake,2,1,Portland Timbers,2.32,3.6,3.25,1,2019,10/19/2019
Seattle Sounders,4,3,FC Dallas,1.82,3.9,4.6,1,2019,10/19/2019
Toronto FC,5,1,DC United,1.63,4.3,5.8,1,2019,10/19/2019
Minnesota United,1,2,Los Angeles Galaxy,1.97,4.2,3.7,1,2019,10/20/2019
Philadelphia Union,4,3,New York Red Bulls,2.29,3.7,3.2,1,2019,10/20/2019
New York City,1,2,Toronto FC,2.04,3.88,3.68,1,2019,10/23/2019
New York City,1,2,Toronto FC,2,3.91,3.69,1,2019,10/23/2019
Seattle Sounders,2,0,Real Salt Lake,1.78,3.94,4.75,1,2019,10/23/2019
Seattle Sounders,2,0,Real Salt Lake,1.84,3.94,4.6,1,2019,10/23/2019
Atlanta United FC,2,0,Philadelphia Union,1.71,4.3,4.75,1,2019,10/24/2019
Los Angeles FC,5,3,Los Angeles Galaxy,1.5,5.1,5.75,1,2019,10/24/2019
Los Angeles FC,5,3,Los Angeles Galaxy,1.47,5.2,6.2,1,2019,10/24/2019
Los Angeles FC,1,3,Seattle Sounders,1.58,5,6.5,1,2019,10/29/2019
Atlanta United FC,1,2,Toronto FC,1.85,4.15,4.38,1,2019,10/30/2019
Seattle Sounders,3,1,Toronto FC,2,3.84,3.95,1,2019,11/10/2019
Orlando City,0,0,Real Salt Lake,2.05,3.68,4.01,0,2020,2/29/2020
Dynamo Houston,1,1,Los Angeles Galaxy,2.45,3.95,3.36,0,2020,2/29/2020
DC United,1,2,Colorado Rapids,2.12,3.74,3.6,0,2020,2/29/2020
Nashville SC,1,2,Atlanta United FC,3.6,3.7,2.15,0,2020,2/29/2020
Vancouver Whitecaps,1,3,Sporting Kansas City,3.29,3.75,2.2,0,2020,2/29/2020
FC Dallas,2,0,Philadelphia Union,1.95,3.82,4.1,0,2020,2/29/2020
Montreal Impact,2,1,New England Revolution,2.91,3.55,3.5,0,2020,2/29/2020
San Jose Earthquakes,2,2,Toronto FC,2,4.01,3.89,0,2020,2/29/2020
Portland Timbers,1,3,Minnesota United,1.86,4.1,4.21,0,2020,3/1/2020
Columbus Crew,1,0,New York City,2.33,3.68,3.25,0,2020,3/1/2020
New York Red Bulls,3,2,FC Cincinnati,1.64,5.55,9.55,0,2020,3/1/2020
Seattle Sounders,2,1,Chicago Fire,2.11,3.61,3.65,0,2020,3/1/2020
Los Angeles FC,1,0,Miami FC,1.4,6.22,8.95,0,2020,3/1/2020
Los Angeles Galaxy,0,1,Vancouver Whitecaps,1.47,6.65,10.25,0,2020,3/7/2020
Toronto FC,1,0,New York City,1.97,3.94,4,0,2020,3/7/2020
New England Revolution,1,1,Chicago Fire,2.27,4.04,3.6,0,2020,3/7/2020
Real Salt Lake,1,1,New York Red Bulls,2.48,3.65,3.53,0,2020,3/7/2020
Seattle Sounders,1,1,Columbus Crew,2,3.95,5.75,0,2020,3/7/2020
DC United,2,1,Miami FC,2.39,3.68,3.6,0,2020,3/7/2020
Atlanta United FC,2,1,FC Cincinnati,1.64,9.3,16.25,0,2020,3/7/2020
Colorado Rapids,2,1,Orlando City,1.82,4.15,5.4,0,2020,3/7/2020
FC Dallas,2,2,Montreal Impact,1.57,4.57,7,0,2020,3/7/2020
San Jose Earthquakes,2,5,Minnesota United,1.95,4.2,3.87,0,2020,3/7/2020
Sporting Kansas City,4,0,Dynamo Houston,1.69,4.3,5.4,0,2020,3/7/2020
Portland Timbers,1,0,Nashville SC,1.63,5.05,9,0,2020,3/8/2020
Los Angeles FC,3,3,Philadelphia Union,1.43,5.63,7.7,0,2020,3/8/2020
Orlando City,2,1,Miami FC,2.9,3.59,2.53,0,2020,7/8/2020
Montreal Impact,0,1,New England Revolution,3.34,3.78,2.25,0,2020,7/9/2020
New York City,0,1,Philadelphia Union,2.1,3.96,3.42,0,2020,7/9/2020
Seattle Sounders,0,0,San Jose Earthquakes,2.13,4.02,3.7,0,2020,7/10/2020
Sporting Kansas City,1,2,Minnesota United,2.46,3.8,3.73,0,2020,7/12/2020
Real Salt Lake,2,0,Colorado Rapids,3.1,3.56,3.04,0,2020,7/12/2020
Los Angeles Galaxy,1,2,Portland Timbers,2.8,3.8,2.46,0,2020,7/13/2020
Los Angeles FC,3,3,Dynamo Houston,1.68,4.39,4.7,0,2020,7/13/2020
Philadelphia Union,2,1,Miami FC,2.33,3.99,2.85,0,2020,7/14/2020
Chicago Fire,2,1,Seattle Sounders,3.13,3.5,2.35,0,2020,7/14/2020
Vancouver Whitecaps,3,4,San Jose Earthquakes,4.55,4.02,1.75,0,2020,7/15/2020
New York City,1,3,Orlando City,2.36,3.6,2.98,0,2020,7/15/2020
Columbus Crew,2,0,New York Red Bulls,2.38,3.78,2.87,0,2020,7/16/2020
Montreal Impact,3,4,Toronto FC,4.28,4.2,1.79,0,2020,7/16/2020
Atlanta United FC,0,1,FC Cincinnati,1.65,4.2,5.5,0,2020,7/16/2020
